rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,targetDt
6,6,-1,OLD,20206547,극장판 바이올렛 에버가든,2020-11-12,10830770,1.7,-28662260,-72.6,190774110,1371,-3127,-69.5,21713,110,206,20201116
7,7,0,NEW,20200294,런,2020-11-20,10773000,1.7,10773000,100,17028000,1197,1197,100,1892,6,7,20201116
8,8,-1,OLD,20209370,킹덤 오브 헤븐: 디렉터스 컷,2020-11-11,9379700,1.5,-25768900,-73.3,150721800,1092,-2372,-68.5,16149,107,163,20201116
9,9,-1,OLD,20040734,노트북,2004-11-26,7233560,1.2,-14891340,-67.3,4562879060,931,-1517,-62,642674,97,166,20201116
10,10,-6,OLD,20208448,극장판 바다 탐험대 옥토넛 : 대산호초 보호작전,2020-11-12,4355500,0.7,-31367500,-87.8,93769000,638,-4675,-88,13908,100,120,20201116
1,1,0,OLD,20192193,도굴,2020-11-04,247034260,41.5,-20500270,-7.7,9791377810,28575,-1843,-6.1,1060213,1079,3715,20201117
2,2,0,OLD,20190582,내가 죽던 날,2020-11-12,116992670,19.6,-1540370,-1.3,1439115880,13426,-4,0,155262,797,2430,20201117
3,3,0,OLD,20197121,삼진그룹 영어토익반,2020-10-21,91442620,15.3,-8249390,-8.3,13007679220,10389,-835,-7.4,1462721,703,1982,20201117
4,4,1,OLD,20204432,애비규환,2020-11-12,15281810,2.6,2768540,22.1,176370990,1691,248,17.2,19288,363,532,20201117
5,5,2,OLD,20200294,런,2020-11-20,8743000,1.5,-2030000,-18.8,25771000,1143,-54,-4.5,3035,8,9,20201117
6,6,2,OLD,20209370,킹덤 오브 헤븐: 디렉터스 컷,2020-11-11,9541000,1.6,161300,1.7,160262800,1116,24,2.2,17265,101,160,20201117
7,7,-1,OLD,20206547,극장판 바이올렛 에버가든,2020-11-12,8654250,1.5,-2176520,-20.1,199428360,1077,-294,-21.4,22790,113,197,20201117
8,8,1,OLD,20040734,노트북,2004-11-26,7573550,1.3,339990,4.7,4570452610,957,26,2.8,643631,95,173,20201117
9,9,1,OLD,20208448,극장판 바다 탐험대 옥토넛 : 대산호초 보호작전,2020-11-12,5415500,0.9,1060000,24.3,99184500,798,160,25.1,14706,110,132,20201117
10,10,3,OLD,20199816,담보,2020-09-29,4706940,0.8,885800,23.2,14722792440,638,146,29.7,1715630,95,113,20201117
1,1,0,OLD,20192193,도굴,2020-11-04,262945660,33.7,15911400,6.4,10054323470,30540,1965,6.9,1090753,1002,3412,20201118
2,2,0,OLD,20190582,내가 죽던 날,2020-11-12,105046940,13.5,-11945730,-10.2,1544162820,11837,-1589,-11.8,167099,671,1798,20201118
3,3,0,OLD,20197121,삼진그룹 영어토익반,2020-10-21,97844180,12.5,6401560,7,13105523400,11141,752,7.2,1473862,650,1760,20201118
4,4,0,NEW,20181983,이웃사촌,2020-11-25,60200000,7.7,60200000,100,86546000,6411,6411,100,9680,27,27,20201118
5,5,0,NEW,20208961,마리 퀴리,2020-11-18,45054390,5.8,45054390,100,45936390,5483,5483,100,5581,484,954,20201118
6,6,0,NEW,20209650,택스 콜렉터,2020-11-18,34053900,4.4,34053900,100,35601900,4227,4227,100,4399,372,760,20201118
7,7,0,NEW,20200583,요가학원 : 죽음의 쿤달리니,2020-11-18,23528190,3.0,23528190,100,24738190,2621,2621,100,2731,267,468,20201118
8,8,7,OLD,20209351,나이스 걸 라이크 유,2020-11-18,10504100,1.3,6679100,174.6,15013100,1270,845,198.8,1771,146,319,20201118
9,9,-4,OLD,20200294,런,2020-11-20,10012000,1.3,1269000,14.5,35783000,1128,-15,-1.3,4163,8,8,20201118
10,10,0,NEW,20200419,맹크,2020-11-18,10461210,1.3,10461210,100,11661210,1096,1096,100,1246,100,146,20201118
1,1,0,OLD,20192193,도굴,2020-11-04,255348410,35.7,-7597250,-2.9,10309671880,29473,-1067,-3.5,1120226,970,3281,20201119
2,2,0,OLD,20190582,내가 죽던 날,2020-11-12,91210810,12.7,-13836130,-13.2,1635373630,10319,-1518,-12.8,177418,631,1643,20201119
3,3,0,OLD,20197121,삼진그룹 영어토익반,2020-10-21,86780530,12.1,-11063650,-11.3,13192303930,9773,-1368,-12.3,1483635,623,1667,20201119
4,4,0,OLD,20181983,이웃사촌,2020-11-25,44381000,6.2,-15819000,-26.3,130927000,5232,-1179,-18.4,14912,39,39,20201119
5,5,0,OLD,20208961,마리 퀴리,2020-11-18,29546620,4.1,-15507770,-34.4,75483010,3665,-1818,-33.2,9246,452,856,20201119
6,6,5,OLD,20206547,극장판 바이올렛 에버가든,2020-11-12,21405560,3.0,14425730,206.7,227813750,2893,2033,236.4,26543,98,176,20201119
7,7,-1,OLD,20209650,택스 콜렉터,2020-11-18,20581040,2.9,-13472860,-39.6,56182940,2531,-1696,-40.1,6930,361,675,20201119
8,8,34,OLD,20200200,추억의 검정고무신,2020-11-19,18865500,2.6,18135500,2484.3,21918500,2469,2323,1591.1,2776,189,340,20201119
9,9,0,NEW,20204098,안티고네,2020-11-19,15603040,2.2,15603040,100,22042040,1740,1740,100,2525,130,171,20201119
10,10,21,OLD,20203842,페이트 스테이 나이트 헤븐즈필 제3장 스프링 송,2020-10-22,11076900,1.5,9177080,483,622175410,1492,1266,560.2,68538,43,56,20201119
1,1,0,OLD,20192193,도굴,2020-11-04,287347880,31.3,31999470,12.5,10597019760,31060,1587,5.4,1151286,937,3142,20201120
2,2,11,OLD,20200294,런,2020-11-20,253371000,27.6,247883000,4516.8,294642000,26885,26101,3329.2,31832,680,2296,20201120
3,3,0,OLD,20197121,삼진그룹 영어토익반,2020-10-21,102654110,11.2,15873580,18.3,13294958040,10953,1180,12.1,1494588,572,1514,20201120
4,4,-2,OLD,20190582,내가 죽던 날,2020-11-12,81817310,8.9,-9393500,-10.3,1717190940,8714,-1605,-15.6,186132,567,1367,20201120
5,5,0,OLD,20208961,마리 퀴리,2020-11-18,20002530,2.2,-9544090,-32.3,95485540,2322,-1343,-36.6,11568,386,668,20201120
6,6,1,OLD,20209650,택스 콜렉터,2020-11-18,14203160,1.5,-6377880,-31,70386100,1675,-856,-33.8,8605,293,503,20201120
7,7,1,OLD,20200200,추억의 검정고무신,2020-11-19,13072000,1.4,-5793500,-30.7,34990500,1641,-828,-33.5,4417,171,285,20201120
8,8,-4,OLD,20181983,이웃사촌,2020-11-25,12032000,1.3,-32349000,-72.9,142959000,1504,-3728,-71.3,16416,15,15,20201120
9,9,-3,OLD,20206547,극장판 바이올렛 에버가든,2020-11-12,12605570,1.4,-8799990,-41.1,240419320,1445,-1448,-50.1,27988,88,145,20201120
10,10,20,OLD,20191408,21 브릿지: 테러 셧다운 ,2020-01-01,8828000,1.0,6789500,333.1,963750230,1202,920,326.2,125493,9,9,20201120
1,1,0,OLD,20192193,도굴,2020-11-04,583383090,36.0,296035210,103,11180402850,62209,31149,100.3,1213495,1048,3773,20201121
2,2,0,OLD,20200294,런,2020-11-20,431490450,26.6,178119450,70.3,726132450,44327,17442,64.9,76159,783,2784,20201121
3,3,0,OLD,20197121,삼진그룹 영어토익반,2020-10-21,194189540,12.0,91535430,89.2,13489147580,20352,9399,85.8,1514940,617,1787,20201121
4,4,0,OLD,20190582,내가 죽던 날,2020-11-12,132672150,8.2,50854840,62.2,1849863090,13994,5280,60.6,200126,614,1493,20201121
5,5,2,OLD,20200200,추억의 검정고무신,2020-11-19,41656000,2.6,28584000,218.7,76646500,4807,3166,192.9,9224,215,446,20201121
6,6,9,OLD,20208448,극장판 바다 탐험대 옥토넛 : 대산호초 보호작전,2020-11-12,18363500,1.1,14333000,355.6,128531500,2746,2142,354.6,19101,166,259,20201121
7,7,2,OLD,20206547,극장판 바이올렛 에버가든,2020-11-12,23647550,1.5,11041980,87.6,264066870,2715,1270,87.9,30703,103,177,20201121
8,8,-3,OLD,20208961,마리 퀴리,2020-11-18,23189370,1.4,3186840,15.9,118674910,2595,273,11.8,14163,403,657,20201121
9,9,-3,OLD,20209650,택스 콜렉터,2020-11-18,18471720,1.1,4268560,30.1,88857820,2464,789,47.1,11069,277,445,20201121
10,10,24,OLD,20200246,부활: 그 증거,2020-10-08,9784000,0.6,8641200,756.1,186280440,1258,1099,691.2,22748,21,22,20201121
1,1,0,OLD,20192193,도굴,2020-11-04,592074370,38.3,8691280,1.5,11772477220,63118,909,1.5,1276613,1043,3740,20201122
2,2,0,OLD,20200294,런,2020-11-20,386846510,25.0,-44643940,-10.3,1112978960,39615,-4712,-10.6,115774,799,2794,20201122
3,3,0,OLD,20197121,삼진그룹 영어토익반,2020-10-21,179013600,11.6,-15175940,-7.8,13668161180,18809,-1543,-7.6,1533749,621,1764,20201122
4,4,0,OLD,20190582,내가 죽던 날,2020-11-12,121035860,7.8,-11636290,-8.8,1970898950,12791,-1203,-8.6,212917,623,1446,20201122
5,5,0,OLD,20200200,추억의 검정고무신,2020-11-19,38559600,2.5,-3096400,-7.4,115206100,4391,-416,-8.7,13615,215,439,20201122
6,6,3,OLD,20209650,택스 콜렉터,2020-11-18,23514220,1.5,5042500,27.3,112372040,3429,965,39.2,14498,289,458,20201122
7,7,-1,OLD,20208448,극장판 바다 탐험대 옥토넛 : 대산호초 보호작전,2020-11-12,18874500,1.2,511000,2.8,147406000,2803,57,2.1,21904,162,260,20201122
8,8,0,OLD,20208961,마리 퀴리,2020-11-18,21020950,1.4,-2168420,-9.4,139695860,2376,-219,-8.4,16539,388,597,20201122
9,9,-2,OLD,20206547,극장판 바이올렛 에버가든,2020-11-12,16698150,1.1,-6949400,-29.4,280765020,1927,-788,-29,32630,102,167,20201122
10,10,4,OLD,20209370,킹덤 오브 헤븐: 디렉터스 컷,2020-11-11,11600200,0.8,2291800,24.6,199012900,1143,276,31.8,21243,74,92,20201122
1,1,0,OLD,20192193,도굴,2020-11-04,142001790,33.8,-450072580,-76,11914479010,16777,-46341,-73.4,1293390,897,2820,20201123
2,2,0,OLD,20200294,런,2020-11-20,109725270,26.1,-277121240,-71.6,1222704230,12619,-26996,-68.1,128393,689,2170,20201123
3,3,0,OLD,20197121,삼진그룹 영어토익반,2020-10-21,43837210,10.4,-135176390,-75.5,13711998390,5077,-13732,-73,1538826,520,1229,20201123
4,4,0,OLD,20190582,내가 죽던 날,2020-11-12,32791230,7.8,-88244630,-72.9,2003690180,4079,-8712,-68.1,216996,490,1020,20201123
5,5,0,NEW,20181983,이웃사촌,2020-11-25,13116000,3.1,13116000,100,156075000,1459,1459,100,17875,12,12,20201123
6,6,2,OLD,20208961,마리 퀴리,2020-11-18,7266470,1.7,-13754480,-65.4,146962330,925,-1451,-61.1,17464,294,416,20201123
7,7,-2,OLD,20200200,추억의 검정고무신,2020-11-19,4996000,1.2,-33563600,-87,120202100,648,-3743,-85.2,14263,122,174,20201123
8,8,1,OLD,20206547,극장판 바이올렛 에버가든,2020-11-12,4926660,1.2,-11771490,-70.5,285691680,560,-1367,-70.9,33190,80,124,20201123
9,9,-3,OLD,20209650,택스 콜렉터,2020-11-18,4272510,1.0,-19241710,-81.8,116644550,546,-2883,-84.1,15044,225,293,20201123
10,10,2,OLD,20204098,안티고네,2020-11-19,3935340,0.9,-5339130,-57.6,56344900,487,-477,-49.5,6114,98,111,20201123
1,1,0,OLD,20192193,도굴,2020-11-04,112267380,30.7,-29734410,-20.9,12026746390,13271,-3506,-20.9,1306661,893,2707,20201124
2,2,0,OLD,20200294,런,2020-11-20,95940800,26.2,-13784470,-12.6,1318645030,10960,-1659,-13.1,139353,684,2101,20201124
3,3,0,OLD,20197121,삼진그룹 영어토익반,2020-10-21,38009760,10.4,-5827450,-13.3,13750008150,4430,-647,-12.7,1543256,496,1152,20201124
4,4,0,OLD,20190582,내가 죽던 날,2020-11-12,31056390,8.5,-1734840,-5.3,2034746570,3764,-315,-7.7,220760,501,1016,20201124
5,5,1,OLD,20208961,마리 퀴리,2020-11-18,8039810,2.2,773340,10.6,155002140,999,74,8,18463,309,432,20201124
6,6,3,OLD,20209650,택스 콜렉터,2020-11-18,5518860,1.5,1246350,29.2,122163410,663,117,21.4,15707,208,286,20201124
7,7,0,OLD,20200200,추억의 검정고무신,2020-11-19,4844500,1.3,-151500,-3,125046600,659,11,1.7,14922,119,163,20201124
8,8,0,OLD,20206547,극장판 바이올렛 에버가든,2020-11-12,4794520,1.3,-132140,-2.7,290486200,552,-8,-1.4,33742,83,129,20201124
9,9,0,NEW,20202811,2020 청주영상위원회 '영화와 함께하는 11월' 관객과의 대화[GV], ,2720000,0.7,2720000,100,3400000,544,544,100,680,1,4,20201124
10,10,1,OLD,20200583,요가학원 : 죽음의 쿤달리니,2020-11-18,4615170,1.3,1161810,33.6,71777270,515,115,28.8,7758,154,188,20201124
1,1,0,NEW,20181983,이웃사촌,2020-11-25,233197720,42.9,233197720,100,389272720,35607,35607,100,53482,1283,4068,20201125
2,2,-1,OLD,20192193,도굴,2020-11-04,83259530,15.3,-29007850,-25.8,12110005920,12870,-401,-3,1319531,635,1691,20201125
3,3,-1,OLD,20200294,런,2020-11-20,60778230,11.2,-35162570,-36.7,1379423260,9465,-1495,-13.6,148818,590,1291,20201125
4,4,0,NEW,20201123,프리키 데스데이,2020-11-25,58775040,10.8,58775040,100,64574040,9169,9169,100,9780,631,1823,20201125
5,5,-2,OLD,20197121,삼진그룹 영어토익반,2020-10-21,20161240,3.7,-17848520,-47,13770169390,3100,-1330,-30,1546356,384,578,20201125
6,6,-2,OLD,20190582,내가 죽던 날,2020-11-12,12116950,2.2,-18939440,-61,2046863520,1825,-1939,-51.5,222585,267,347,20201125
7,7,118,OLD,20204008,그린랜드,2020-09-29,5177000,1.0,5175000,258750,2768723520,827,825,41250,324026,9,9,20201125
8,8,19,OLD,20200475,로그,2020-11-25,5267780,1.0,3989780,312.2,7679780,826,684,481.7,1094,180,239,20201125
9,9,2,OLD,20204098,안티고네,2020-11-19,4623900,0.9,1062600,29.8,64530100,638,173,37.2,7217,63,70,20201125
10,10,-2,OLD,20206547,극장판 바이올렛 에버가든,2020-11-12,3896280,0.7,-898240,-18.7,294382480,631,79,14.3,34373,62,83,20201125
1,1,0,OLD,20181983,이웃사촌,2020-11-25,204032710,40.3,-29165010,-12.5,593305430,24351,-11256,-31.6,77833,1246,3844,20201126
2,2,0,OLD,20192193,도굴,2020-11-04,60224870,11.9,-23034660,-27.7,12170230790,7203,-5667,-44,1326734,581,1494,20201126
3,3,0,OLD,20200294,런,2020-11-20,52212860,10.3,-8565370,-14.1,1431636120,6019,-3446,-36.4,154837,532,1167,20201126
4,4,0,OLD,20201123,프리키 데스데이,2020-11-25,44344850,8.8,-14430190,-24.6,108918890,5032,-4137,-45.1,14812,578,1539,20201126
5,5,5,OLD,20206547,극장판 바이올렛 에버가든,2020-11-12,20613530,4.1,16717250,429.1,314996010,2615,1984,314.4,36988,71,93,20201126
6,6,-1,OLD,20197121,삼진그룹 영어토익반,2020-10-21,13266230,2.6,-6895010,-34.2,13783435620,1597,-1503,-48.5,1547953,310,468,20201126
7,7,21,OLD,20203842,페이트 스테이 나이트 헤븐즈필 제3장 스프링 송,2020-10-22,13660340,2.7,12510870,1088.4,654028380,1534,1387,943.5,72084,26,34,20201126
8,8,-2,OLD,20190582,내가 죽던 날,2020-11-12,9470150,1.9,-2646800,-21.8,2056333670,1104,-721,-39.5,223689,229,280,20201126
9,9,0,NEW,20201105,극장판 기븐,2020-11-26,7655970,1.5,7655970,100,7655970,905,905,100,905,103,155,20201126
10,10,1,OLD,20201052,그리고 우린 춤을 추었다,2020-11-25,6032570,1.2,1755570,41,13444870,658,48,7.9,1618,79,100,20201126
1,1,0,OLD,20181983,이웃사촌,2020-11-25,241683560,44.4,37650850,18.5,834988990,26694,2343,9.6,104527,1248,3977,20201127
2,2,1,OLD,20200294,런,2020-11-20,78052660,14.3,25839800,49.5,1509688780,8300,2281,37.9,163137,606,1376,20201127
3,3,-1,OLD,20192193,도굴,2020-11-04,72265280,13.3,12040410,20,12242496070,8219,1016,14.1,1334953,623,1644,20201127
4,4,0,OLD,20201123,프리키 데스데이,2020-11-25,46849900,8.6,2505050,5.6,155768790,4946,-86,-1.7,19758,577,1455,20201127
5,5,1,OLD,20197121,삼진그룹 영어토익반,2020-10-21,15212090,2.8,1945860,14.7,13798647710,1677,80,5,1549630,324,486,20201127
6,6,-1,OLD,20206547,극장판 바이올렛 에버가든,2020-11-12,8268850,1.5,-12344680,-59.9,323264860,942,-1673,-64,37930,71,95,20201127
7,7,1,OLD,20190582,내가 죽던 날,2020-11-12,8233280,1.5,-1236870,-13.1,2064566950,931,-173,-15.7,224620,236,286,20201127
8,8,3,OLD,20209771,가나의 혼인잔치: 언약,2020-11-26,4967240,0.9,-196730,-3.8,24253210,546,-67,-10.9,3083,104,113,20201127
9,9,7,OLD,20208961,마리 퀴리,2020-11-18,2935870,0.5,750370,34.3,162014010,458,75,19.6,19626,38,40,20201127
10,10,0,OLD,20201052,그리고 우린 춤을 추었다,2020-11-25,3793980,0.7,-2238590,-37.1,17238850,437,-221,-33.6,2055,71,96,20201127
1,1,0,OLD,20181983,이웃사촌,2020-11-25,461237510,46.2,219553950,90.8,1296226500,50150,23456,87.9,154677,1347,4607,20201128
2,2,1,OLD,20192193,도굴,2020-11-04,145338650,14.6,73073370,101.1,12387834720,16279,8060,98.1,1351232,716,2082,20201128
3,3,-1,OLD,20200294,런,2020-11-20,140032530,14.0,61979870,79.4,1649721310,14847,6547,78.9,177984,672,1759,20201128
4,4,0,OLD,20201123,프리키 데스데이,2020-11-25,74716160,7.5,27866260,59.5,230484950,7861,2915,58.9,27619,537,1410,20201128
5,5,0,OLD,20197121,삼진그룹 영어토익반,2020-10-21,30859240,3.1,15647150,102.9,13829506950,3457,1780,106.1,1553087,369,560,20201128
6,6,1,OLD,20190582,내가 죽던 날,2020-11-12,14564160,1.5,6330880,76.9,2079131110,1672,741,79.6,226292,244,311,20201128
7,7,-1,OLD,20206547,극장판 바이올렛 에버가든,2020-11-12,10607370,1.1,2338520,28.3,333872230,1182,240,25.5,39112,75,106,20201128
8,8,11,OLD,20200200,추억의 검정고무신,2020-11-19,7740000,0.8,6488000,518.2,137838100,1076,881,451.8,16776,132,155,20201128
9,9,0,OLD,20208961,마리 퀴리,2020-11-18,5274670,0.5,2338800,79.7,167288680,897,439,95.9,20523,38,42,20201128
10,10,-2,OLD,20209771,가나의 혼인잔치: 언약,2020-11-26,6963400,0.7,1996160,40.2,31216610,766,220,40.3,3849,116,125,20201128
1,1,0,OLD,20181983,이웃사촌,2020-11-25,415879080,44.4,-45358430,-9.8,1712105580,45603,-4547,-9.1,200280,1363,4534,20201129
2,2,0,OLD,20192193,도굴,2020-11-04,159294730,17.0,13956080,9.6,12547129450,18336,2057,12.6,1369568,738,2103,20201129
3,3,0,OLD,20200294,런,2020-11-20,122988360,13.1,-17044170,-12.2,1772709670,13235,-1612,-10.9,191219,670,1729,20201129
4,4,0,OLD,20201123,프리키 데스데이,2020-11-25,66757660,7.1,-7958500,-10.7,297242610,7097,-764,-9.7,34716,535,1371,20201129
5,5,0,OLD,20197121,삼진그룹 영어토익반,2020-10-21,30093090,3.2,-766150,-2.5,13859600040,3442,-15,-0.4,1556529,368,561,20201129
6,6,0,OLD,20190582,내가 죽던 날,2020-11-12,14791510,1.6,227350,1.6,2093922620,1740,68,4.1,228032,252,322,20201129
7,7,2,OLD,20208961,마리 퀴리,2020-11-18,6507470,0.7,1232800,23.4,173796150,1068,171,19.1,21591,39,44,20201129
8,8,-1,OLD,20206547,극장판 바이올렛 에버가든,2020-11-12,8270860,0.9,-2336510,-22,342143090,933,-249,-21.1,40045,78,101,20201129
9,9,1,OLD,20209771,가나의 혼인잔치: 언약,2020-11-26,7713240,0.8,749840,10.8,38929850,869,103,13.4,4718,112,122,20201129
10,10,-2,OLD,20200200,추억의 검정고무신,2020-11-19,6085500,0.6,-1654500,-21.4,143923600,806,-270,-25.1,17582,133,157,20201129
1,1,0,OLD,20181983,이웃사촌,2020-11-25,168455280,39.4,-247423800,-59.5,1880560860,20656,-24947,-54.7,220936,1233,3642,20201130
2,2,0,OLD,20192193,도굴,2020-11-04,79685160,18.6,-79609570,-50,12626814610,10376,-7960,-43.4,1379944,648,1774,20201130
3,3,0,OLD,20200294,런,2020-11-20,58588320,13.7,-64400040,-52.4,1831297990,7120,-6115,-46.2,198339,604,1450,20201130
4,4,0,OLD,20201123,프리키 데스데이,2020-11-25,27447010,6.4,-39310650,-58.9,324689620,3256,-3841,-54.1,37972,457,1076,20201130
5,5,0,OLD,20197121,삼진그룹 영어토익반,2020-10-21,15470100,3.6,-14622990,-48.6,13875070140,1946,-1496,-43.5,1558475,340,487,20201130
6,6,0,OLD,20190582,내가 죽던 날,2020-11-12,10940260,2.6,-3851250,-26,2104862880,1393,-347,-19.9,229425,223,281,20201130
7,7,2,OLD,20209771,가나의 혼인잔치: 언약,2020-11-26,5183610,1.2,-2529630,-32.8,44113460,625,-244,-28.1,5343,105,111,20201130
8,8,3,OLD,20201052,그리고 우린 춤을 추었다,2020-11-25,4312270,1.0,-2397530,-35.7,33317720,479,-203,-29.8,3801,77,98,20201130
9,9,-1,OLD,20206547,극장판 바이올렛 에버가든,2020-11-12,3325980,0.8,-4944880,-59.8,345469070,413,-520,-55.7,40458,65,87,20201130
10,10,5,OLD,20200475,로그,2020-11-25,2741470,0.6,-1612830,-37,26047840,360,-149,-29.3,3354,142,166,20201130
1,1,0,OLD,20181983,이웃사촌,2020-11-25,127434060,38.6,-41021220,-24.4,2007994920,15609,-5047,-24.4,236545,1202,3312,20201201
2,2,0,OLD,20192193,도굴,2020-11-04,50167870,15.2,-29517290,-37,12676982480,6213,-4163,-40.1,1386157,616,1520,20201201
3,3,0,OLD,20200294,런,2020-11-20,45973740,13.9,-12614580,-21.5,1877271730,5441,-1679,-23.6,203780,557,1325,20201201
4,4,0,OLD,20201123,프리키 데스데이,2020-11-25,22040760,6.7,-5406250,-19.7,346730380,2562,-694,-21.3,40534,417,899,20201201
5,5,0,OLD,20197121,삼진그룹 영어토익반,2020-10-21,12348320,3.7,-3121780,-20.2,13887418460,1572,-374,-19.2,1560047,317,437,20201201
6,6,0,OLD,20190582,내가 죽던 날,2020-11-12,8973720,2.7,-1966540,-18,2113836600,1148,-245,-17.6,230573,228,291,20201201
7,7,0,OLD,20209771,가나의 혼인잔치: 언약,2020-11-26,5725800,1.7,542190,10.5,49839260,674,49,7.8,6017,111,124,20201201
8,8,17,OLD,20200583,요가학원 : 죽음의 쿤달리니,2020-11-18,2926000,0.9,1879500,179.6,77115240,518,387,295.4,8565,21,21,20201201
9,9,-1,OLD,20201052,그리고 우린 춤을 추었다,2020-11-25,3183970,1.0,-1128300,-26.2,36501690,382,-97,-20.3,4183,74,96,20201201
10,10,1,OLD,20202611,지옥의 묵시록 파이널 컷,2020-11-26,2960500,0.9,-125500,-4.1,24251360,344,-14,-3.9,2636,58,83,20201201
1,1,0,OLD,20181983,이웃사촌,2020-11-25,117816010,35.0,-9618050,-7.5,2125810930,13901,-1708,-10.9,250446,1019,2805,20201202
2,2,0,OLD,20192193,도굴,2020-11-04,44790700,13.3,-5377170,-10.7,12721773180,5251,-962,-15.5,1391408,549,1308,20201202
3,3,0,NEW,20200554,더 프롬,2020-12-02,41590400,12.3,41590400,100,41590400,4962,4962,100,4962,662,1524,20201202
4,4,-1,OLD,20200294,런,2020-11-20,42183380,12.5,-3790360,-8.2,1919455110,4786,-655,-12,208566,508,1127,20201202
5,5,-1,OLD,20201123,프리키 데스데이,2020-11-25,15800950,4.7,-6239810,-28.3,362531330,1742,-820,-32,42276,319,563,20201202
6,6,0,NEW,20197853,잔칫날,2020-12-02,10233470,3.0,10233470,100,13761470,1353,1353,100,1762,208,391,20201202
7,7,-2,OLD,20197121,삼진그룹 영어토익반,2020-10-21,8718250,2.6,-3630070,-29.4,13896136710,1064,-508,-32.3,1561111,199,270,20201202
8,8,-1,OLD,20209771,가나의 혼인잔치: 언약,2020-11-26,4870470,1.4,-855330,-14.9,54709730,565,-109,-16.2,6582,59,62,20201202
9,9,-3,OLD,20190582,내가 죽던 날,2020-11-12,3910910,1.2,-5062810,-56.4,2117747510,474,-674,-58.7,231047,97,116,20201202
10,10,0,NEW,20201002,조제,2020-12-10,3537000,1.0,3537000,100,3537000,393,393,100,393,4,6,20201202
1,1,0,OLD,20181983,이웃사촌,2020-11-25,115966910,29.5,-1849100,-1.6,2241777840,13642,-259,-1.9,264088,972,2697,20201203
2,2,0,OLD,20192193,도굴,2020-11-04,45419050,11.5,628350,1.4,12767192230,5427,176,3.4,1396835,528,1242,20201203
3,3,1,OLD,20200294,런,2020-11-20,41315160,10.5,-868220,-2.1,1960770270,4718,-68,-1.4,213284,530,1111,20201203
4,4,-1,OLD,20200554,더 프롬,2020-12-02,25969370,6.6,-15621030,-37.6,67559770,3083,-1879,-37.9,8045,576,1218,20201203
5,5,8,OLD,20206710,파티마의 기적 ,2020-12-03,21576900,5.5,19462900,920.7,28355900,3073,2771,917.5,4036,162,372,20201203
6,6,6,OLD,20206547,극장판 바이올렛 에버가든,2020-11-12,17330430,4.4,14718140,563.4,368064930,2180,1867,596.5,43278,65,96,20201203
7,7,-1,OLD,20197853,잔칫날,2020-12-02,10421940,2.6,188470,1.8,24183410,1365,12,0.9,3127,234,379,20201203
8,8,-3,OLD,20201123,프리키 데스데이,2020-11-25,12353340,3.1,-3447610,-21.8,374884670,1364,-378,-21.7,43640,319,481,20201203
9,9,0,NEW,20149120,인터스텔라,2014-11-06,13450000,3.4,13450000,100,82682511000,1345,1345,100,10310777,16,36,20201203
10,10,21,OLD,20203842,페이트 스테이 나이트 헤븐즈필 제3장 스프링 송,2020-10-22,7918820,2.0,7232610,1054,671654770,943,864,1093.7,74061,21,25,20201203
1,1,0,OLD,20181983,이웃사촌,2020-11-25,118056470,32.1,2089560,1.8,2359834310,13908,266,1.9,277996,1029,2787,20201204
2,2,0,OLD,20192193,도굴,2020-11-04,53381470,14.5,7962420,17.5,12820573700,6025,598,11,1402860,547,1303,20201204
3,3,0,OLD,20200294,런,2020-11-20,49775000,13.6,8459840,20.5,2010545270,5219,501,10.6,218503,510,1091,20201204
4,4,0,OLD,20200554,더 프롬,2020-12-02,26336210,7.2,366840,1.4,93895980,2948,-135,-4.4,10993,560,1160,20201204
5,5,0,OLD,20206710,파티마의 기적 ,2020-12-03,14176600,3.9,-7400300,-34.3,42532500,1768,-1305,-42.5,5804,159,342,20201204
6,6,2,OLD,20201123,프리키 데스데이,2020-11-25,13224050,3.6,870710,7,388108720,1387,23,1.7,45027,317,465,20201204
7,7,0,OLD,20197853,잔칫날,2020-12-02,9612640,2.6,-809300,-7.8,33796050,1243,-122,-8.9,4370,230,389,20201204
8,8,1,OLD,20149120,인터스텔라,2014-11-06,8905000,2.4,-4545000,-33.8,82691416000,889,-456,-33.9,10311666,16,37,20201204
9,9,3,OLD,20197121,삼진그룹 영어토익반,2020-10-21,7667090,2.1,623460,8.9,13910847430,849,14,1.7,1562795,166,221,20201204
10,10,1,OLD,20164621,덩케르크,2017-07-20,6788500,1.8,-2566500,-27.4,24593572348,679,-256,-27.4,2794656,16,29,20201204
1,1,0,OLD,20181983,이웃사촌,2020-11-25,231047140,37.3,112990670,95.7,2590881450,24853,10945,78.7,302849,1098,3268,20201205
2,2,0,OLD,20192193,도굴,2020-11-04,96624920,15.6,43243450,81,12917198620,10793,4768,79.1,1413653,639,1642,20201205
3,3,0,OLD,20200294,런,2020-11-20,78997620,12.7,29222620,58.7,2089542890,8270,3051,58.5,226773,597,1370,20201205
4,4,0,OLD,20200554,더 프롬,2020-12-02,34409200,5.6,8072990,30.7,128305180,3818,870,29.5,14811,541,1145,20201205
