boxofficeType,showRange,showRange_start,showRange_end,rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm_box,openDt_box,targerDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,days_after_open,상영지속일수,movieNm_detail,movieNmEn,movieNmOg,showTm,prdtYear,openDt_detail,prdtStatNm,typeNm,repNationNm,repGenreNm,watchGradeNm,genres,nations,directors,actors,productionCompanies,distributors
일별 박스오피스,20250302~20250302,2025-03-02,2025-03-02,10,10,-2,OLD,20240147,컴플리트 언노운,2025-02-26,2025-03-02,61873030,1.1,5155910,9.1,328272050,5985,406,7.3,34518,361,526,4,14,컴플리트 언노운,A Complete Unknown,,140,2024,20250226,개봉,장편,,,,드라마,미국,제임스 맨골드,티모시 샬라메|에드워드 노튼|엘 패닝|모니카 바바로|보이드 홀브룩,,월트디즈니컴퍼니코리아 유한책임회사
일별 박스오피스,20250303~20250303,2025-03-03,2025-03-03,9,9,1,OLD,20240147,컴플리트 언노운,2025-02-26,2025-03-03,55362970,1.2,-6510060,-10.5,383635020,5483,-502,-8.4,40001,346,469,5,14,컴플리트 언노운,A Complete Unknown,,140,2024,20250226,개봉,장편,,,,드라마,미국,제임스 맨골드,티모시 샬라메|에드워드 노튼|엘 패닝|모니카 바바로|보이드 홀브룩,,월트디즈니컴퍼니코리아 유한책임회사
일별 박스오피스,20250304~20250304,2025-03-04,2025-03-04,7,7,2,OLD,20240147,컴플리트 언노운,2025-02-26,2025-03-04,19319960,1.6,-36043010,-65.1,402954980,2039,-3444,-62.8,42040,322,439,6,14,컴플리트 언노운,A Complete Unknown,,140,2024,20250226,개봉,장편,,,,드라마,미국,제임스 맨골드,티모시 샬라메|에드워드 노튼|엘 패닝|모니카 바바로|보이드 홀브룩,,월트디즈니컴퍼니코리아 유한책임회사
일별 박스오피스,20250306~20250306,2025-03-06,2025-03-06,8,8,3,OLD,20240147,컴플리트 언노운,2025-02-26,2025-03-06,16666470,1.5,724570,4.5,435563350,1764,50,2.9,45518,249,301,8,14,컴플리트 언노운,A Complete Unknown,,140,2024,20250226,개봉,장편,,,,드라마,미국,제임스 맨골드,티모시 샬라메|에드워드 노튼|엘 패닝|모니카 바바로|보이드 홀브룩,,월트디즈니컴퍼니코리아 유한책임회사
일별 박스오피스,20250310~20250310,2025-03-10,2025-03-10,9,9,5,OLD,20240147,컴플리트 언노운,2025-02-26,2025-03-10,10409570,1.3,-11938290,-53.4,511153780,1081,-1113,-50.7,53017,209,235,12,14,컴플리트 언노운,A Complete Unknown,,140,2024,20250226,개봉,장편,,,,드라마,미국,제임스 맨골드,티모시 샬라메|에드워드 노튼|엘 패닝|모니카 바바로|보이드 홀브룩,,월트디즈니컴퍼니코리아 유한책임회사
일별 박스오피스,20250311~20250311,2025-03-11,2025-03-11,9,9,0,OLD,20240147,컴플리트 언노운,2025-02-26,2025-03-11,10474890,1.4,65320,0.6,521628670,1066,-15,-1.4,54083,205,239,13,14,컴플리트 언노운,A Complete Unknown,,140,2024,20250226,개봉,장편,,,,드라마,미국,제임스 맨골드,티모시 샬라메|에드워드 노튼|엘 패닝|모니카 바바로|보이드 홀브룩,,월트디즈니컴퍼니코리아 유한책임회사
일별 박스오피스,20250227~20250227,2025-02-27,2025-02-27,9,9,0,NEW,20252719,힘내라 대한민국,2025-02-27,2025-02-27,38710660,3.3,38710660,100.0,38710660,4099,4099,100.0,4099,93,186,0,15,힘내라 대한민국,,,115,2025,20250227,개봉,장편,,,,다큐멘터리,한국,,최윤슬,㈜영화사 아리랑,주식회사 킨스튜디오
일별 박스오피스,20250228~20250228,2025-02-28,2025-02-28,8,8,1,OLD,20252719,힘내라 대한민국,2025-02-27,2025-02-28,43931400,1.3,5220740,13.5,82642060,4676,577,14.1,8775,83,141,1,15,힘내라 대한민국,,,115,2025,20250227,개봉,장편,,,,다큐멘터리,한국,,최윤슬,㈜영화사 아리랑,주식회사 킨스튜디오
일별 박스오피스,20250301~20250301,2025-03-01,2025-03-01,10,10,-2,OLD,20252719,힘내라 대한민국,2025-02-27,2025-03-01,47238620,0.9,3307220,7.5,129880680,5047,371,7.9,13822,97,160,2,15,힘내라 대한민국,,,115,2025,20250227,개봉,장편,,,,다큐멘터리,한국,,최윤슬,㈜영화사 아리랑,주식회사 킨스튜디오
일별 박스오피스,20250302~20250302,2025-03-02,2025-03-02,7,7,3,OLD,20252719,힘내라 대한민국,2025-02-27,2025-03-02,81467560,1.5,34228940,72.5,211348240,8401,3354,66.5,22223,103,188,3,15,힘내라 대한민국,,,115,2025,20250227,개봉,장편,,,,다큐멘터리,한국,,최윤슬,㈜영화사 아리랑,주식회사 킨스튜디오
일별 박스오피스,20250303~20250303,2025-03-03,2025-03-03,5,5,2,OLD,20252719,힘내라 대한민국,2025-02-27,2025-03-03,101425600,2.2,19958040,24.5,312773840,10781,2380,28.3,33004,113,222,4,15,힘내라 대한민국,,,115,2025,20250227,개봉,장편,,,,다큐멘터리,한국,,최윤슬,㈜영화사 아리랑,주식회사 킨스튜디오
일별 박스오피스,20250304~20250304,2025-03-04,2025-03-04,4,4,1,OLD,20252719,힘내라 대한민국,2025-02-27,2025-03-04,40805000,3.4,-60620600,-59.8,353578840,4614,-6167,-57.2,37618,105,208,5,15,힘내라 대한민국,,,115,2025,20250227,개봉,장편,,,,다큐멘터리,한국,,최윤슬,㈜영화사 아리랑,주식회사 킨스튜디오
일별 박스오피스,20250305~20250305,2025-03-05,2025-03-05,5,5,-1,OLD,20252719,힘내라 대한민국,2025-02-27,2025-03-05,34703200,2.8,-6101800,-15.0,388282040,3915,-699,-15.1,41533,114,210,6,15,힘내라 대한민국,,,115,2025,20250227,개봉,장편,,,,다큐멘터리,한국,,최윤슬,㈜영화사 아리랑,주식회사 킨스튜디오
일별 박스오피스,20250306~20250306,2025-03-06,2025-03-06,5,5,0,OLD,20252719,힘내라 대한민국,2025-02-27,2025-03-06,38409000,3.4,3705800,10.7,426691040,4549,634,16.2,46082,139,250,7,15,힘내라 대한민국,,,115,2025,20250227,개봉,장편,,,,다큐멘터리,한국,,최윤슬,㈜영화사 아리랑,주식회사 킨스튜디오
일별 박스오피스,20250307~20250307,2025-03-07,2025-03-07,7,7,-2,OLD,20252719,힘내라 대한민국,2025-02-27,2025-03-07,28649000,1.7,-9760000,-25.4,455340040,3121,-1428,-31.4,49203,145,267,8,15,힘내라 대한민국,,,115,2025,20250227,개봉,장편,,,,다큐멘터리,한국,,최윤슬,㈜영화사 아리랑,주식회사 킨스튜디오
일별 박스오피스,20250308~20250308,2025-03-08,2025-03-08,8,8,-1,OLD,20252719,힘내라 대한민국,2025-02-27,2025-03-08,40162900,1.1,11513900,40.2,495502940,4293,1172,37.6,53496,168,340,9,15,힘내라 대한민국,,,115,2025,20250227,개봉,장편,,,,다큐멘터리,한국,,최윤슬,㈜영화사 아리랑,주식회사 킨스튜디오
일별 박스오피스,20250309~20250309,2025-03-09,2025-03-09,6,6,2,OLD,20252719,힘내라 대한민국,2025-02-27,2025-03-09,47030800,1.5,6867900,17.1,542533740,4966,673,15.7,58462,173,323,10,15,힘내라 대한민국,,,115,2025,20250227,개봉,장편,,,,다큐멘터리,한국,,최윤슬,㈜영화사 아리랑,주식회사 킨스튜디오
일별 박스오피스,20250310~20250310,2025-03-10,2025-03-10,6,6,0,OLD,20252719,힘내라 대한민국,2025-02-27,2025-03-10,20016300,2.4,-27014500,-57.4,562550040,2256,-2710,-54.6,60718,152,292,11,15,힘내라 대한민국,,,115,2025,20250227,개봉,장편,,,,다큐멘터리,한국,,최윤슬,㈜영화사 아리랑,주식회사 킨스튜디오
일별 박스오피스,20250311~20250311,2025-03-11,2025-03-11,6,6,0,OLD,20252719,힘내라 대한민국,2025-02-27,2025-03-11,18240200,2.4,-1776100,-8.9,580790240,2096,-160,-7.1,62814,148,268,12,15,힘내라 대한민국,,,115,2025,20250227,개봉,장편,,,,다큐멘터리,한국,,최윤슬,㈜영화사 아리랑,주식회사 킨스튜디오
일별 박스오피스,20250313~20250313,2025-03-13,2025-03-13,10,10,2,OLD,20252719,힘내라 대한민국,2025-02-27,2025-03-13,13670200,1.2,4202300,44.4,603928340,1568,456,41.0,65494,114,152,14,15,힘내라 대한민국,,,115,2025,20250227,개봉,장편,,,,다큐멘터리,한국,,최윤슬,㈜영화사 아리랑,주식회사 킨스튜디오
일별 박스오피스,20250228~20250228,2025-02-28,2025-02-28,1,1,0,NEW,20244821,미키 17,2025-02-28,2025-02-28,2451016920,72.0,2451016920,100.0,2547448920,248047,248047,100.0,254393,2151,8758,0,21,미키 17,Mickey 17,,136,2025,20250228,개봉,장편,,,,어드벤처|SF|드라마|코미디,미국,봉준호,로버트 패틴슨|나오미 애키|스티븐 연|토니 콜렛|마크 러팔로,플랜 비 엔터테인먼트|(주)오프스크린,워너브러더스 코리아(주)
일별 박스오피스,20250301~20250301,2025-03-01,2025-03-01,1,1,0,OLD,20244821,미키 17,2025-02-28,2025-03-01,3572972670,68.7,1121955750,45.8,6120421590,356296,108249,43.6,610689,2153,9232,1,21,미키 17,Mickey 17,,136,2025,20250228,개봉,장편,,,,어드벤처|SF|드라마|코미디,미국,봉준호,로버트 패틴슨|나오미 애키|스티븐 연|토니 콜렛|마크 러팔로,플랜 비 엔터테인먼트|(주)오프스크린,워너브러더스 코리아(주)
일별 박스오피스,20250302~20250302,2025-03-02,2025-03-02,1,1,0,OLD,20244821,미키 17,2025-02-28,2025-03-02,3731326330,67.5,158353660,4.4,9851747920,376171,19875,5.6,986860,2133,9172,2,21,미키 17,Mickey 17,,136,2025,20250228,개봉,장편,,,,어드벤처|SF|드라마|코미디,미국,봉준호,로버트 패틴슨|나오미 애키|스티븐 연|토니 콜렛|마크 러팔로,플랜 비 엔터테인먼트|(주)오프스크린,워너브러더스 코리아(주)
일별 박스오피스,20250303~20250303,2025-03-03,2025-03-03,1,1,0,OLD,20244821,미키 17,2025-02-28,2025-03-03,3098002180,68.4,-633324150,-17.0,12949750100,316111,-60060,-16.0,1302971,2072,8609,3,21,미키 17,Mickey 17,,136,2025,20250228,개봉,장편,,,,어드벤처|SF|드라마|코미디,미국,봉준호,로버트 패틴슨|나오미 애키|스티븐 연|토니 콜렛|마크 러팔로,플랜 비 엔터테인먼트|(주)오프스크린,워너브러더스 코리아(주)
일별 박스오피스,20250304~20250304,2025-03-04,2025-03-04,1,1,0,OLD,20244821,미키 17,2025-02-28,2025-03-04,792920440,65.1,-2305081740,-74.4,13742670540,82482,-233629,-73.9,1385453,1882,6935,4,21,미키 17,Mickey 17,,136,2025,20250228,개봉,장편,,,,어드벤처|SF|드라마|코미디,미국,봉준호,로버트 패틴슨|나오미 애키|스티븐 연|토니 콜렛|마크 러팔로,플랜 비 엔터테인먼트|(주)오프스크린,워너브러더스 코리아(주)
일별 박스오피스,20250305~20250305,2025-03-05,2025-03-05,1,1,0,OLD,20244821,미키 17,2025-02-28,2025-03-05,775100720,61.7,-17819720,-2.2,14517771260,80034,-2448,-3.0,1465487,1815,6531,5,21,미키 17,Mickey 17,,136,2025,20250228,개봉,장편,,,,어드벤처|SF|드라마|코미디,미국,봉준호,로버트 패틴슨|나오미 애키|스티븐 연|토니 콜렛|마크 러팔로,플랜 비 엔터테인먼트|(주)오프스크린,워너브러더스 코리아(주)
일별 박스오피스,20250306~20250306,2025-03-06,2025-03-06,1,1,0,OLD,20244821,미키 17,2025-02-28,2025-03-06,684493000,60.4,-90607720,-11.7,15202264260,70861,-9173,-11.5,1536348,1800,6337,6,21,미키 17,Mickey 17,,136,2025,20250228,개봉,장편,,,,어드벤처|SF|드라마|코미디,미국,봉준호,로버트 패틴슨|나오미 애키|스티븐 연|토니 콜렛|마크 러팔로,플랜 비 엔터테인먼트|(주)오프스크린,워너브러더스 코리아(주)
일별 박스오피스,20250307~20250307,2025-03-07,2025-03-07,1,1,0,OLD,20244821,미키 17,2025-02-28,2025-03-07,1099961710,65.3,415468710,60.7,16302225970,109850,38989,55.0,1646198,1849,6831,7,21,미키 17,Mickey 17,,136,2025,20250228,개봉,장편,,,,어드벤처|SF|드라마|코미디,미국,봉준호,로버트 패틴슨|나오미 애키|스티븐 연|토니 콜렛|마크 러팔로,플랜 비 엔터테인먼트|(주)오프스크린,워너브러더스 코리아(주)
일별 박스오피스,20250308~20250308,2025-03-08,2025-03-08,1,1,0,OLD,20244821,미키 17,2025-02-28,2025-03-08,2522271420,66.6,1422309710,129.3,18824497390,252874,143024,130.2,1899072,1895,7536,8,21,미키 17,Mickey 17,,136,2025,20250228,개봉,장편,,,,어드벤처|SF|드라마|코미디,미국,봉준호,로버트 패틴슨|나오미 애키|스티븐 연|토니 콜렛|마크 러팔로,플랜 비 엔터테인먼트|(주)오프스크린,워너브러더스 코리아(주)
일별 박스오피스,20250309~20250309,2025-03-09,2025-03-09,1,1,0,OLD,20244821,미키 17,2025-02-28,2025-03-09,1983968070,65.1,-538303350,-21.3,20808465460,199475,-53399,-21.1,2098547,1861,7200,9,21,미키 17,Mickey 17,,136,2025,20250228,개봉,장편,,,,어드벤처|SF|드라마|코미디,미국,봉준호,로버트 패틴슨|나오미 애키|스티븐 연|토니 콜렛|마크 러팔로,플랜 비 엔터테인먼트|(주)오프스크린,워너브러더스 코리아(주)
일별 박스오피스,20250310~20250310,2025-03-10,2025-03-10,1,1,0,OLD,20244821,미키 17,2025-02-28,2025-03-10,503143910,60.6,-1480824160,-74.6,21311609370,52077,-147398,-73.9,2150624,1705,5817,10,21,미키 17,Mickey 17,,136,2025,20250228,개봉,장편,,,,어드벤처|SF|드라마|코미디,미국,봉준호,로버트 패틴슨|나오미 애키|스티븐 연|토니 콜렛|마크 러팔로,플랜 비 엔터테인먼트|(주)오프스크린,워너브러더스 코리아(주)
일별 박스오피스,20250311~20250311,2025-03-11,2025-03-11,1,1,0,OLD,20244821,미키 17,2025-02-28,2025-03-11,440905700,58.7,-62238210,-12.4,21752515070,45725,-6352,-12.2,2196349,1695,5741,11,21,미키 17,Mickey 17,,136,2025,20250228,개봉,장편,,,,어드벤처|SF|드라마|코미디,미국,봉준호,로버트 패틴슨|나오미 애키|스티븐 연|토니 콜렛|마크 러팔로,플랜 비 엔터테인먼트|(주)오프스크린,워너브러더스 코리아(주)
일별 박스오피스,20250312~20250312,2025-03-12,2025-03-12,1,1,0,OLD,20244821,미키 17,2025-02-28,2025-03-12,427912230,42.4,-12993470,-2.9,22180427300,44646,-1079,-2.4,2240995,1494,4725,12,21,미키 17,Mickey 17,,136,2025,20250228,개봉,장편,,,,어드벤처|SF|드라마|코미디,미국,봉준호,로버트 패틴슨|나오미 애키|스티븐 연|토니 콜렛|마크 러팔로,플랜 비 엔터테인먼트|(주)오프스크린,워너브러더스 코리아(주)
일별 박스오피스,20250313~20250313,2025-03-13,2025-03-13,1,1,0,OLD,20244821,미키 17,2025-02-28,2025-03-13,390468530,33.1,-37443700,-8.8,22570895830,40258,-4388,-9.8,2281253,1428,4421,13,21,미키 17,Mickey 17,,136,2025,20250228,개봉,장편,,,,어드벤처|SF|드라마|코미디,미국,봉준호,로버트 패틴슨|나오미 애키|스티븐 연|토니 콜렛|마크 러팔로,플랜 비 엔터테인먼트|(주)오프스크린,워너브러더스 코리아(주)
일별 박스오피스,20250314~20250314,2025-03-14,2025-03-14,1,1,0,OLD,20244821,미키 17,2025-02-28,2025-03-14,624441600,39.4,233973070,59.9,23195337430,62114,21856,54.3,2343367,1507,4975,14,21,미키 17,Mickey 17,,136,2025,20250228,개봉,장편,,,,어드벤처|SF|드라마|코미디,미국,봉준호,로버트 패틴슨|나오미 애키|스티븐 연|토니 콜렛|마크 러팔로,플랜 비 엔터테인먼트|(주)오프스크린,워너브러더스 코리아(주)
일별 박스오피스,20250315~20250315,2025-03-15,2025-03-15,1,1,0,OLD,20244821,미키 17,2025-02-28,2025-03-15,1438909740,45.3,814468140,130.4,24634247170,144031,81917,131.9,2487398,1608,5785,15,21,미키 17,Mickey 17,,136,2025,20250228,개봉,장편,,,,어드벤처|SF|드라마|코미디,미국,봉준호,로버트 패틴슨|나오미 애키|스티븐 연|토니 콜렛|마크 러팔로,플랜 비 엔터테인먼트|(주)오프스크린,워너브러더스 코리아(주)
일별 박스오피스,20250316~20250316,2025-03-16,2025-03-16,1,1,0,OLD,20244821,미키 17,2025-02-28,2025-03-16,1164584280,42.6,-274325460,-19.1,25798831450,117416,-26615,-18.5,2604814,1580,5556,16,21,미키 17,Mickey 17,,136,2025,20250228,개봉,장편,,,,어드벤처|SF|드라마|코미디,미국,봉준호,로버트 패틴슨|나오미 애키|스티븐 연|토니 콜렛|마크 러팔로,플랜 비 엔터테인먼트|(주)오프스크린,워너브러더스 코리아(주)
일별 박스오피스,20250317~20250317,2025-03-17,2025-03-17,1,1,0,OLD,20244821,미키 17,2025-02-28,2025-03-17,286758880,36.6,-877825400,-75.4,26085590330,29542,-87874,-74.8,2634356,1371,4175,17,21,미키 17,Mickey 17,,136,2025,20250228,개봉,장편,,,,어드벤처|SF|드라마|코미디,미국,봉준호,로버트 패틴슨|나오미 애키|스티븐 연|토니 콜렛|마크 러팔로,플랜 비 엔터테인먼트|(주)오프스크린,워너브러더스 코리아(주)
일별 박스오피스,20250318~20250318,2025-03-18,2025-03-18,1,1,0,OLD,20244821,미키 17,2025-02-28,2025-03-18,264226660,34.0,-22532220,-7.9,26349816990,27300,-2242,-7.6,2661656,1376,4112,18,21,미키 17,Mickey 17,,136,2025,20250228,개봉,장편,,,,어드벤처|SF|드라마|코미디,미국,봉준호,로버트 패틴슨|나오미 애키|스티븐 연|토니 콜렛|마크 러팔로,플랜 비 엔터테인먼트|(주)오프스크린,워너브러더스 코리아(주)
일별 박스오피스,20250319~20250319,2025-03-19,2025-03-19,1,1,0,OLD,20244821,미키 17,2025-02-28,2025-03-19,215503760,17.0,-48722900,-18.4,26565320750,23123,-4177,-15.3,2684779,973,2574,19,21,미키 17,Mickey 17,,136,2025,20250228,개봉,장편,,,,어드벤처|SF|드라마|코미디,미국,봉준호,로버트 패틴슨|나오미 애키|스티븐 연|토니 콜렛|마크 러팔로,플랜 비 엔터테인먼트|(주)오프스크린,워너브러더스 코리아(주)
일별 박스오피스,20250320~20250320,2025-03-20,2025-03-20,1,1,0,OLD,20244821,미키 17,2025-02-28,2025-03-20,201208820,21.5,-14294940,-6.6,26766529570,21414,-1709,-7.4,2706193,943,2536,20,21,미키 17,Mickey 17,,136,2025,20250228,개봉,장편,,,,어드벤처|SF|드라마|코미디,미국,봉준호,로버트 패틴슨|나오미 애키|스티븐 연|토니 콜렛|마크 러팔로,플랜 비 엔터테인먼트|(주)오프스크린,워너브러더스 코리아(주)
일별 박스오피스,20250305~20250305,2025-03-05,2025-03-05,7,7,0,NEW,20241389,보더랜드,2025-03-05,2025-03-05,15550600,1.2,15550600,100.0,15550600,2371,2371,100.0,2371,209,388,0,1,보더랜드,Borderlands,,100,2024,20250305,개봉,장편,,,,판타지|액션|코미디,미국,일라이 로스,케이트 블란쳇|케빈 하트|잭 블랙|아리나 그린블랫|제이미 리 커티스,,(주)누리픽쳐스
일별 박스오피스,20250305~20250305,2025-03-05,2025-03-05,2,2,16,OLD,20249251,콘클라베,2025-03-05,2025-03-05,94182880,7.5,90636880,2556.0,138151480,10796,10402,2640.1,15409,566,1081,0,21,콘클라베,Conclave,,120,2024,20250305,개봉,장편,,,,드라마|스릴러,미국,에드워드 버거,랄프 파인즈|스탠리 투치|존 리스고|이사벨라 로셀리니,,(주)디스테이션
일별 박스오피스,20250306~20250306,2025-03-06,2025-03-06,2,2,0,OLD,20249251,콘클라베,2025-03-05,2025-03-06,74798900,6.6,-19383980,-20.6,212950380,8417,-2379,-22.0,23826,555,1054,1,21,콘클라베,Conclave,,120,2024,20250305,개봉,장편,,,,드라마|스릴러,미국,에드워드 버거,랄프 파인즈|스탠리 투치|존 리스고|이사벨라 로셀리니,,(주)디스테이션
일별 박스오피스,20250307~20250307,2025-03-07,2025-03-07,4,4,-2,OLD,20249251,콘클라베,2025-03-05,2025-03-07,98371460,5.8,23572560,31.5,311321840,10527,2110,25.1,34353,565,1070,2,21,콘클라베,Conclave,,120,2024,20250305,개봉,장편,,,,드라마|스릴러,미국,에드워드 버거,랄프 파인즈|스탠리 투치|존 리스고|이사벨라 로셀리니,,(주)디스테이션
일별 박스오피스,20250308~20250308,2025-03-08,2025-03-08,3,3,1,OLD,20249251,콘클라베,2025-03-05,2025-03-08,206116640,5.4,107745180,109.5,517438480,21385,10858,103.1,55738,630,1155,3,21,콘클라베,Conclave,,120,2024,20250305,개봉,장편,,,,드라마|스릴러,미국,에드워드 버거,랄프 파인즈|스탠리 투치|존 리스고|이사벨라 로셀리니,,(주)디스테이션
일별 박스오피스,20250309~20250309,2025-03-09,2025-03-09,3,3,0,OLD,20249251,콘클라베,2025-03-05,2025-03-09,186729200,6.1,-19387440,-9.4,704167680,19354,-2031,-9.5,75092,623,1115,4,21,콘클라베,Conclave,,120,2024,20250305,개봉,장편,,,,드라마|스릴러,미국,에드워드 버거,랄프 파인즈|스탠리 투치|존 리스고|이사벨라 로셀리니,,(주)디스테이션
일별 박스오피스,20250310~20250310,2025-03-10,2025-03-10,2,2,1,OLD,20249251,콘클라베,2025-03-05,2025-03-10,65229660,7.9,-121499540,-65.1,769397340,7072,-12282,-63.5,82164,558,1024,5,21,콘클라베,Conclave,,120,2024,20250305,개봉,장편,,,,드라마|스릴러,미국,에드워드 버거,랄프 파인즈|스탠리 투치|존 리스고|이사벨라 로셀리니,,(주)디스테이션
일별 박스오피스,20250311~20250311,2025-03-11,2025-03-11,2,2,0,OLD,20249251,콘클라베,2025-03-05,2025-03-11,65821520,8.8,591860,0.9,835218860,7254,182,2.6,89418,590,1070,6,21,콘클라베,Conclave,,120,2024,20250305,개봉,장편,,,,드라마|스릴러,미국,에드워드 버거,랄프 파인즈|스탠리 투치|존 리스고|이사벨라 로셀리니,,(주)디스테이션
일별 박스오피스,20250312~20250312,2025-03-12,2025-03-12,5,5,-3,OLD,20249251,콘클라베,2025-03-05,2025-03-12,58630700,5.8,-7190820,-10.9,893849560,6306,-948,-13.1,95724,491,745,7,21,콘클라베,Conclave,,120,2024,20250305,개봉,장편,,,,드라마|스릴러,미국,에드워드 버거,랄프 파인즈|스탠리 투치|존 리스고|이사벨라 로셀리니,,(주)디스테이션
일별 박스오피스,20250313~20250313,2025-03-13,2025-03-13,5,5,0,OLD,20249251,콘클라베,2025-03-05,2025-03-13,48769080,4.1,-9861620,-16.8,942618640,5311,-995,-15.8,101035,487,701,8,21,콘클라베,Conclave,,120,2024,20250305,개봉,장편,,,,드라마|스릴러,미국,에드워드 버거,랄프 파인즈|스탠리 투치|존 리스고|이사벨라 로셀리니,,(주)디스테이션
일별 박스오피스,20250314~20250314,2025-03-14,2025-03-14,3,3,2,OLD,20249251,콘클라베,2025-03-05,2025-03-14,77966220,4.9,29197140,59.9,1020584860,7948,2637,49.7,108983,557,862,9,21,콘클라베,Conclave,,120,2024,20250305,개봉,장편,,,,드라마|스릴러,미국,에드워드 버거,랄프 파인즈|스탠리 투치|존 리스고|이사벨라 로셀리니,,(주)디스테이션
일별 박스오피스,20250315~20250315,2025-03-15,2025-03-15,3,3,0,OLD,20249251,콘클라베,2025-03-05,2025-03-15,178973400,5.6,101007180,129.6,1199558260,18023,10075,126.8,127006,599,1007,10,21,콘클라베,Conclave,,120,2024,20250305,개봉,장편,,,,드라마|스릴러,미국,에드워드 버거,랄프 파인즈|스탠리 투치|존 리스고|이사벨라 로셀리니,,(주)디스테이션
일별 박스오피스,20250316~20250316,2025-03-16,2025-03-16,3,3,0,OLD,20249251,콘클라베,2025-03-05,2025-03-16,169109320,6.2,-9864080,-5.5,1368667580,17145,-878,-4.9,144151,601,1003,11,21,콘클라베,Conclave,,120,2024,20250305,개봉,장편,,,,드라마|스릴러,미국,에드워드 버거,랄프 파인즈|스탠리 투치|존 리스고|이사벨라 로셀리니,,(주)디스테이션
일별 박스오피스,20250317~20250317,2025-03-17,2025-03-17,3,3,0,OLD,20249251,콘클라베,2025-03-05,2025-03-17,56459020,7.2,-112650300,-66.6,1425126600,6107,-11038,-64.4,150258,533,896,12,21,콘클라베,Conclave,,120,2024,20250305,개봉,장편,,,,드라마|스릴러,미국,에드워드 버거,랄프 파인즈|스탠리 투치|존 리스고|이사벨라 로셀리니,,(주)디스테이션
일별 박스오피스,20250318~20250318,2025-03-18,2025-03-18,4,4,-1,OLD,20249251,콘클라베,2025-03-05,2025-03-18,57443060,7.4,984040,1.7,1482569660,6203,96,1.6,156461,535,889,13,21,콘클라베,Conclave,,120,2024,20250305,개봉,장편,,,,드라마|스릴러,미국,에드워드 버거,랄프 파인즈|스탠리 투치|존 리스고|이사벨라 로셀리니,,(주)디스테이션
일별 박스오피스,20250319~20250319,2025-03-19,2025-03-19,7,7,-3,OLD,20249251,콘클라베,2025-03-05,2025-03-19,47144700,3.7,-10298360,-17.9,1529714360,5128,-1075,-17.3,161589,403,549,14,21,콘클라베,Conclave,,120,2024,20250305,개봉,장편,,,,드라마|스릴러,미국,에드워드 버거,랄프 파인즈|스탠리 투치|존 리스고|이사벨라 로셀리니,,(주)디스테이션
일별 박스오피스,20250320~20250320,2025-03-20,2025-03-20,5,5,2,OLD,20249251,콘클라베,2025-03-05,2025-03-20,47545400,5.1,400700,0.8,1577259760,5120,-8,-0.2,166709,417,570,15,21,콘클라베,Conclave,,120,2024,20250305,개봉,장편,,,,드라마|스릴러,미국,에드워드 버거,랄프 파인즈|스탠리 투치|존 리스고|이사벨라 로셀리니,,(주)디스테이션
일별 박스오피스,20250321~20250321,2025-03-21,2025-03-21,6,6,-1,OLD,20249251,콘클라베,2025-03-05,2025-03-21,57723400,4.1,10178000,21.4,1634983160,5884,764,14.9,172593,409,541,16,21,콘클라베,Conclave,,120,2024,20250305,개봉,장편,,,,드라마|스릴러,미국,에드워드 버거,랄프 파인즈|스탠리 투치|존 리스고|이사벨라 로셀리니,,(주)디스테이션
일별 박스오피스,20250322~20250322,2025-03-22,2025-03-22,7,7,-1,OLD,20249251,콘클라베,2025-03-05,2025-03-22,119430180,4.3,61706780,106.9,1754413340,12055,6171,104.9,184648,447,618,17,21,콘클라베,Conclave,,120,2024,20250305,개봉,장편,,,,드라마|스릴러,미국,에드워드 버거,랄프 파인즈|스탠리 투치|존 리스고|이사벨라 로셀리니,,(주)디스테이션
일별 박스오피스,20250323~20250323,2025-03-23,2025-03-23,7,7,0,OLD,20249251,콘클라베,2025-03-05,2025-03-23,97643000,4.3,-21787180,-18.2,1852056340,9889,-2166,-18.0,194537,434,604,18,21,콘클라베,Conclave,,120,2024,20250305,개봉,장편,,,,드라마|스릴러,미국,에드워드 버거,랄프 파인즈|스탠리 투치|존 리스고|이사벨라 로셀리니,,(주)디스테이션
일별 박스오피스,20250324~20250324,2025-03-24,2025-03-24,5,5,2,OLD,20249251,콘클라베,2025-03-05,2025-03-24,37501800,6.0,-60141200,-61.6,1889558140,4000,-5889,-59.6,198537,412,591,19,21,콘클라베,Conclave,,120,2024,20250305,개봉,장편,,,,드라마|스릴러,미국,에드워드 버거,랄프 파인즈|스탠리 투치|존 리스고|이사벨라 로셀리니,,(주)디스테이션
일별 박스오피스,20250325~20250325,2025-03-25,2025-03-25,7,7,-2,OLD,20249251,콘클라베,2025-03-05,2025-03-25,32295300,5.2,-5206500,-13.9,1921853440,3426,-574,-14.4,201963,398,560,20,21,콘클라베,Conclave,,120,2024,20250305,개봉,장편,,,,드라마|스릴러,미국,에드워드 버거,랄프 파인즈|스탠리 투치|존 리스고|이사벨라 로셀리니,,(주)디스테이션
