movieCd,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,targetDt,openDt,movieNm_detail,movieNmEn,showTm,prdtYear,genres,nations,directors,actors,distributors,누적관람객수,log_누적관람객수,log_salesAmt,log_salesAcc,log_audiAcc,log_showCnt,log_scrnCnt,days_since_open,sales_per_screen,sales_per_show,screen_per_show,has_main_director,has_main_actor,has_main_genre,google_keyword,google_trend_max,google_trend_ratio,overview,plot_sentiment_score,log_google_trend_ratio,plot_emotion_sadness,plot_emotion_neutral,plot_emotion_fear,plot_emotion_disgust,plot_emotion_anger,plot_emotion_joy,plot_emotion_surprise
20234114,84567691,4.3,-80516816,-48.8,2863133529.0,8737,-7068,-44.7,297338,410,671,2023-11-29,2023-11-29,괴물,Monster,126,2023,"['드라마', '미스터리']",일본,['고레에다 히로카즈'],"['안도 사쿠라', '다나카 유코', '나가야마 에이타', '쿠로카와 소야', '히이라기 히나타']",(주)넥스트엔터테인먼트월드(NEW),273690,12.51975501,18.25306286,21.7751825,12.60262818,6.510258341,6.018593214,0,206262.661,126032.3264,0.611028316,1,0,1,괴물,0,0.0,"When a young boy begins behaving strangely, shocking truths emerge as the story unfolds through the eyes of his single mother, a teacher who is believed to be responsible, and the child himself.",0.997430384159088,0.0,0.004282019566744566,0.012262927368283272,0.6935672163963318,0.04093100503087044,0.014678718522191048,0.003055206034332514,0.23122291266918182
20212866,1884428072,73.1,1881728072,69693.6,2026664072.0,203813,203513,67837.7,219445,2144,8392,2023-11-22,2023-11-22,서울의 봄,12.12: THE DAY,141,2022,['드라마'],한국,['김성수'],"['황정민', '정우성', '이성민', '박해준', '김성균']",메가박스중앙(주) 플러스엠 엔터테인먼트,203813,12.22496309,21.3568902,21.42965696,12.29886147,9.035153304,7.670894831,0,878931.0037,224550.5329,0.255481411,0,1,0,서울의 봄,0,0.0,"After the assassination of President Park, martial law has been declared. A coup d'état bursts out by DefenseSecurity Commander Chun Doo-gwang and a private band of officers following him. Capital Defense Commander Lee Tae-shin, an obstinate soldier who believes the military should not take political actions, fights against Chun Doo-gwang to stop him. The conflict between the two grows while military leaders are holding their decision and Defense Minister is gone. In the midst of chaos, the spring of Seoul that everyone longed for heads to unexpected direction.",-0.996523916721344,0.0,0.015198788605630398,0.03518662229180336,0.4383780360221863,0.049871545284986496,0.45454075932502747,0.0033126811031252146,0.0035115377977490425
20200622,41485159,4.8,577850,1.4,4386148187.0,4951,118,2.4,462096,492,769,2023-11-01,2023-11-01,소년들,The Boys,123,2020,"['드라마', '범죄']",한국,['정지영'],"['설경구', '유준상', '진경', '허성태', '염혜란']",(주)씨제이이엔엠,443529,13.00252072,17.54084633,22.20171727,13.0435301,6.646390515,6.200509174,0,84319.42886,53946.89077,0.639791938,0,1,1,소년들,0,0.0,"A young American woman takes a job as a nanny in a remote English village, soon discovering that the family's eight-year-old son is a life-sized doll that comes with a list of strict rules.",-0.9220238327980042,0.0,0.006899104919284582,0.05831345170736313,0.012520448304712772,0.7894240617752075,0.03931446000933647,0.07732699066400528,0.0162014402449131
20235173,11417800,0.4,11417800,100.0,13146800.0,1483,1483,100.0,1730,75,143,2023-10-25,2023-10-25,더 킬러,The Killer,117,2023,['스릴러'],미국,['데이빗 핀처'],"['마이클 패스벤더', '틸다 스윈튼']",씨제이 씨지브이(CJ CGV)(주),1483,7.302496424,16.25068419,16.39168902,7.456454555,4.9698133,4.33073334,0,152237.3333,79844.75524,0.524475524,0,0,1,더 킬러,0,0.0,"When retired hitman’s wife goes on vacation with her friend, she asks him to look after the friend's teenage daughter. Things go awry when he is forced to use a little violence to protect the girl from juvenile delinquents, but then they are found dead and the girl is kidnapped.",-0.9934044480323792,0.0,0.562143087387085,0.017904482781887054,0.0303127970546484,0.15582560002803802,0.22036297619342804,0.0020190998911857605,0.011431940831243992
20232894,15048801,1.7,-2060247,-12.0,1466948443.0,1631,-206,-11.2,155278,253,318,2023-10-19,2023-10-19,플라워 킬링 문,Killers of the Flower Moon,205,2023,"['범죄', '드라마']",미국,['마틴 스코세이지'],"['레오나르도 디카프리오', '로버트 드 니로']",롯데컬처웍스(주)롯데엔터테인먼트,154622,11.94874518,16.52680894,21.10645019,11.95297878,5.765191103,5.537334267,0,59481.42688,47323.27358,0.795597484,0,0,1,플라워 킬링 문,0,0.0,"When oil is discovered in 1920s Oklahoma under Osage Nation land, the Osage people are murdered one by one—until the FBI steps in to unravel the mystery.",-0.6731846332550049,0.0,0.0528598390519619,0.04042106121778488,0.3217550814151764,0.13436178863048553,0.43800798058509827,0.0017974780639633536,0.010796868242323399
20234213,31664168,4.2,-1335718,-4.0,549258114.0,3410,-189,-5.3,57231,517,1018,2023-10-18,2023-10-18,익스펜더블 4,Expend4bles,103,2023,['액션'],미국,['스캇 워프'],"['제이슨 스타뎀', '실베스터 스탤론', '메간 폭스', '50 센트', '토니 자']",(주)올스타엔터테인먼트|(주)플레이그램,53807,10.89317743,17.27069628,20.12407904,10.95486846,6.926577033,6.249975242,0,61245.97292,31104.29077,0.507858546,0,1,1,익스펜더블 4,0,0.0,"Armed with every weapon they can get their hands on and the skills to use them, The Expendables are the world’s last line of defense and the team that gets called when all other options are off the table. But new team members with new styles and tactics are going to give “new blood” a whole new meaning.",0.9968079924583436,0.0,0.002493474166840315,0.958516538143158,0.001697639119811356,0.010188248939812183,0.012542677111923695,0.0037578486371785402,0.010803583078086376
20233178,59357798,4.0,16011532,36.9,243556607.0,5798,1335,29.9,24109,544,1234,2023-10-18,2023-10-18,블루 자이언트,Blue Giant,119,2023,['애니메이션'],일본,['타치카와 유즈루'],"['야마다 유키', '마미야 쇼타로', '오카야마 아마네']",판씨네마(주),19311,9.868481943,17.89909408,19.31085995,10.09038197,7.118826249,6.300785795,0,109113.5993,48101.94327,0.440842788,0,0,0,블루 자이언트,0,0.0,"High school student Dai Miyamoto has his life is turned upside down the day he discovers jazz. Picking up a saxophone and leaving his sleepy hometown for the bustling nightclubs of Tokyo, Dai will find that the life of a professional musician isn’t for the faint of heart, as he must confront what it truly means to be great.",0.9554301500320436,0.0,0.03470398113131523,0.3168624937534332,0.5557886958122253,0.016418607905507088,0.02285785600543022,0.014755071140825748,0.0386132076382637
20234253,271516757,7.9,65936716,32.1,737257298.0,29137,7304,33.5,78236,566,853,2023-10-06,2023-10-06,퍼피 구조대: 더 마이티 무비,PAW Patrol: The Mighty Movie,92,2023,"['애니메이션', '어드벤처']",미국,['캘런 브런커'],"['정선혜', '박지윤', '신용우', '문남숙', '엄상현']",롯데컬처웍스(주)롯데엔터테인먼트,70747,11.16687955,19.41953442,20.41844751,11.26749796,6.749931194,6.340359304,0,479711.5848,318308.0387,0.663540445,0,0,1,퍼피 구조대: 더 마이티 무비,0,0.0,"A magical meteor crash lands in Adventure City and gives the PAW Patrol pups superpowers, transforming them into The Mighty Pups.",0.9994962215423584,0.0,0.06427823752164841,0.24467293918132782,0.12903830409049988,0.0052872998639941216,0.03217344731092453,0.0836467370390892,0.44090303778648376
20233879,866224567,16.5,866224567,100.0,930790567.0,80017,80017,100.0,86037,878,2866,2023-10-03,2023-10-03,크리에이터,The Creator,133,2023,"['SF', '액션']",미국,['가렛 에드워즈'],"['존 데이비드 워싱턴', '젬마 찬']",월트디즈니컴퍼니코리아 유한책임회사,80017,11.29000689,20.57965475,20.65154486,11.36254434,7.961021466,6.778784898,0,986588.3451,302241.6493,0.306350314,0,0,1,크리에이터,0,0.0,"Amid a future war between the human race and the forces of artificial intelligence, a hardened ex-special forces agent grieving the disappearance of his wife, is recruited to hunt down and kill the Creator, the elusive architect of advanced AI who has developed a mysterious weapon with the power to end the war—and mankind itself.",0.8495975136756897,0.0,0.850416362285614,0.051959529519081116,0.03286445513367653,0.016850436106324196,0.03840184956789017,0.0019880763720721006,0.0075192758813500404
20223896,9316085,1.2,789029,9.3,2980906162.0,1162,114,10.9,311013,207,259,2023-09-27,2023-09-27,거미집,COBWEB,132,2022,"['코미디', '드라마']",한국,['김지운'],"['송강호', '임수정', '오정세', '전여빈', '정수정']",(주)바른손이앤에이,290148,12.57814986,16.04725314,21.81549317,12.64759321,5.560681631,5.33753808,0,45005.24155,35969.44015,0.799227799,0,1,1,거미집,0,0.0,"In the 1970s, Director Kim is obsessed by the desire to re-shoot the ending of his completed film Cobweb, but chaos and turmoil grip the set with interference from the censorship authorities, and the complaints of actors and producers who can't understand the re-written ending. Will Kim be able to find a way through this chaos to fulfill his artistic ambitions and complete his masterpiece?",-0.9961578249931335,0.0,0.06437252461910248,0.595856785774231,0.07577701658010483,0.028148097917437553,0.2131260633468628,0.00624199490994215,0.016477540135383606
20234281,381943576,14.4,381943576,100.0,403776576.0,44534,44534,100.0,46689,630,1851,2023-09-27,2023-09-27,더 넌 2,The Nun II,109,2023,['공포(호러)'],미국,['마이클 차베즈'],"['타이사 파미가', '보니 아론스', '조나스 블로켓', '안나 팝플웰']",워너브러더스 코리아(주),44534,10.70403068,19.76078345,19.81637226,10.75128529,7.524021415,6.447305863,0,606259.6444,206344.4495,0.340356564,0,0,0,더 넌 2,100,5885714.286,"In 1956 France, a priest is violently murdered, and Sister Irene begins to investigate. She once again comes face-to-face with a powerful evil.",0.979645311832428,15.588038835215883,0.016950983554124832,0.0044783493503928185,0.105899877846241,0.5459655523300171,0.3234582245349884,0.0008234148262999952,0.002423541620373726
20233411,90330457,11.1,23125197,34.4,937634298.0,9428,2491,35.9,94255,705,1957,2023-09-20,2023-09-20,그란 투리스모,Gran Turismo,134,2023,['액션'],미국,['무명 미국 액션 감독'],['미국무명배우'],소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,93733,11.44821626,18.31898526,20.65887056,11.45376976,7.579678823,6.559615237,0,128128.3078,46157.61727,0.360245273,0,0,1,그란 투리스모,100,19.0434203,The ultimate wish-fulfillment tale of a teenage Gran Turismo player whose gaming skills won him a series of Nissan competitions to become an actual professional racecar driver.,0.998660922050476,2.997900935306268,0.013159099966287613,0.1759747862815857,0.004296817816793919,0.00392866600304842,0.004823591094464064,0.741678774356842,0.0561382919549942
20228016,25493600,2.6,-879300,-3.3,469807400.0,2525,9,0.4,45974,197,424,2023-09-14,2023-09-14,"여름을 향한 터널, 이별의 출구","The Tunnel to Summer, the Exit of Goodbyes",82,2022,['애니메이션'],일본,['타구치 토모히사'],"['코미야 아리사', '코야마 리키야']",(주)미디어캐슬,44632,10.70622877,17.05393804,19.96783338,10.73585305,6.052089169,5.288267031,0,129409.1371,60126.41509,0.464622642,0,0,0,"여름을 향한 터널, 이별의 출구",100,4828571.429,"Urashima Tunnel – Once you enter that tunnel, you can get whatever you want, but at a price. Kaoru Tohno, who seems to have an elusive personality and traumatic past, and Anzu Hanashiro, who is struggling to reconcile her ideal image and true-to-heart attitude, team up to investigate the Urashima Tunnel and get what they want. This is an unforgettable summer story of nostalgia and sprinting in a remote countryside.",0.9994766116142272,15.390061418587262,0.009319278411567211,0.6180930733680725,0.006157273426651955,0.003545189741998911,0.005404590629041195,0.33751678466796875,0.019963838160037994
20233643,37956570,2.1,-472652,-1.2,617380430.0,4221,-40,-0.9,68333,309,400,2023-09-14,2023-09-14,닌자터틀: 뮤턴트 대소동,Teenage Mutant Ninja Turtles: Mutant Mayhem,99,2023,['애니메이션'],미국,['무명 미국 애니메이션 감독'],['애니메이션_성우진'],롯데컬처웍스(주)롯데엔터테인먼트,59653,10.99631648,17.4519532,20.24099597,11.13216273,5.993961427,5.736572297,0,122836.7961,94891.425,0.7725,0,0,0,닌자터틀: 뮤턴트 대소동,0,0.0,"After years of being sheltered from the human world, the Turtle brothers set out to win the hearts of New Yorkers and be accepted as normal teenagers through heroic acts. Their new friend April O'Neil helps them take on a mysterious crime syndicate, but they soon get in over their heads when an army of mutants is unleashed upon them.",0.9929683804512024,0.0,0.013673161156475544,0.3437671959400177,0.3552778661251068,0.02216487005352974,0.13542701303958893,0.09004778414964676,0.039642106741666794
20234044,72213056,6.2,22236644,44.5,1659007991.0,7608,2364,45.1,169826,586,1123,2023-09-13,2023-09-13,베니스 유령 살인사건,A haunting in Venice,103,2023,"['범죄', '미스터리', '스릴러', '공포(호러)']",미국,['케네스 브래너'],"['케네스 브래너', '양자경', '제이미 도넌', '티나 페이', '주드 힐']",월트디즈니컴퍼니코리아 유한책임회사,169332,12.03962247,18.09513143,21.22948567,12.04253555,7.02464903,6.37502482,0,123230.471,64303.7008,0.521816563,1,0,1,베니스 유령 살인사건,0,0.0,"Celebrated sleuth Hercule Poirot, now retired and living in self-imposed exile in Venice, reluctantly attends a Halloween séance at a decaying, haunted palazzo. When one of the guests is murdered, the detective is thrust into a sinister world of shadows and secrets.",0.99431312084198,0.0,0.57816481590271,0.010641773231327534,0.13474009931087494,0.2467503845691681,0.0183869581669569,0.0074493857100605965,0.00386657752096653
20224667,735086507,44.9,733556507,47944.9,814820407.0,79435,79265,46626.5,87543,1072,4947,2023-09-06,2023-09-06,잠,Sleep,94,2022,['미스터리'],한국,['유재선'],"['정유미', '이선균', '김금순', '이동찬', '김국희']",롯데컬처웍스(주)롯데엔터테인먼트,79435,11.28270694,20.41549875,20.51847829,11.3798968,8.506738734,6.978213743,0,685715.0252,148592.3806,0.216696988,0,1,1,잠,0,0.0,"Hyun-su and Soo-jin have just gotten married. Seemingly out of nowhere, he starts talking in his sleep. 'Someone’s inside.' From that night forward, whenever he falls asleep, he transforms into someone else with no recollection of the night before. Soo-jin is overwhelmed with anxiety that he’d hurt her family while she sleeps and can barely sleep a wink because of this irrational fear. Despite sleep treatment, Hyun-su’s sleepwalking only intensifies, and she begins to feel that her unborn child may be in danger...",-0.9805246591567992,0.0,0.00325724552385509,0.011077946983277798,0.9316795468330383,0.004227000288665295,0.03833094239234924,0.0010975564364343882,0.010329789482057095
20231253,10530900,0.6,2510200,31.3,116743850.0,1309,316,31.8,10311,127,307,2023-09-06,2023-09-06,일주일간 친구,One Week Friends,106,2021,"['드라마', '멜로/로맨스']",중국,['임효겸'],"['조금맥', '린이', '심월', '왕가휘']",주식회사 올랄라스토리|오드,3245,8.085178748,16.16982445,18.57549279,9.241063545,5.730099783,4.852030264,0,82920.47244,34302.60586,0.413680782,0,0,0,일주일간 친구,100,0.0,"High school student Yuki Hase wants to become close with classmate Kaori Fujimiya who is alway by herself. Kaori Fujimiya refuses to become close with Yuki Hase, because she forgets her friends every new Monday. Even though Kaori tells Yuki why she doesn't want to become friends, Yuki still wants to become close to her.",0.8479241132736206,0.0,0.3879280686378479,0.20101992785930634,0.0040098014287650585,0.2302972972393036,0.1647196114063263,0.0066461325623095036,0.005379177164286375
20233569,25426448,1.2,25426448,100.0,26704448.0,3181,3181,100.0,3323,225,347,2023-08-30,2023-08-30,조이 라이드,JOY RIDE,94,2023,['코미디'],미국,['무명 미국 코미디 감독'],"['애슐리 박', '스테파니 수', '셰리 콜라', '사브리나 우']",판씨네마(주),3181,8.065265209,17.05130049,17.10034074,8.108924156,5.85220248,5.420534999,0,113006.4356,73275.06628,0.648414986,0,0,1,조이 라이드,0,0.0,"When Audrey's business trip to Asia goes sideways, she enlists the aid of Lolo, her irreverent, childhood best friend who also happens to be a hot mess; Kat, her college friend turned Chinese soap star; and Deadeye, Lolo's eccentric cousin. Their no-holds-barred, epic experience becomes a journey of bonding, friendship, belonging, and wild debauchery that reveals the universal truth of what it means to know and love who you are.",0.9988123178482056,0.0,0.03211309388279915,0.4322754740715027,0.00854381825774908,0.09238607436418533,0.054824382066726685,0.36233365535736084,0.01752345822751522
20233014,37093583,3.0,901063,2.5,3768054487.0,3784,-156,-4.0,398999,459,787,2023-08-30,2023-08-30,타겟,Don't Buy the Seller,101,2022,['스릴러'],한국,['박희곤'],"['신혜선', '김성균', '임성재', '임철수', '이주영']",메가박스중앙(주) 플러스엠 엔터테인먼트,395545,12.88802237,17.42895457,22.04982465,12.8967167,6.66949809,6.131226489,0,80813.90632,47132.88818,0.583227446,0,1,1,타겟,100,2.469134736,"Soo-hyun, who has recently moved into a new house, buys a used washing machine through a second-hand app but finds out it doesn't work. Annoyed by the seller's irresponsibility, she leaves a comment calling the seller a con man, and reports it to the police. Little does she know that the seller is a psychopathic serial killer who uses an online second-hand market to lure his victims. Her comment renders his hunt for a new victim all but impossible so she becomes his next target. She starts receiving obscene phone calls, countless unwanted food deliveries, and strange men knocking on her door looking for a good time. A trip to the sender's address proves deadly serious when the police and Soo-hyun find a man's dead body.",-0.9995266199111938,1.2439052072448895,0.04654180258512497,0.015076366253197193,0.014986522495746613,0.8409507870674133,0.05682558938860893,0.009002759121358395,0.01661611720919609
20223831,22929112,2.4,1947617,9.3,382737131.0,2598,359,16.0,41234,394,648,2023-08-30,2023-08-30,스파이 코드명 포춘,Operation Fortune: Ruse de guerre,113,2023,['액션'],미국,['가이 리치'],"['제이슨 스타뎀', '휴 그랜트', '조쉬 하트넷', '캐리 엘위스', '오브리 플라자']",(주)레드아이스 엔터테인먼트|(주)제이앤씨미디어그룹,40584,10.61115382,16.94791797,19.76285897,10.62704269,6.475432717,5.978885765,0,58195.71574,35384.4321,0.608024691,1,1,1,스파이 코드명 포춘,0,0.0,Special agent Orson Fortune and his team of operatives recruit one of Hollywood's biggest movie stars to help them on an undercover mission when the sale of a deadly new weapons technology threatens to disrupt the world order.,0.595180869102478,0.0,0.002287485869601369,0.01052414532750845,0.9482102990150452,0.009593023918569088,0.02480214834213257,0.0019640130922198296,0.0026188513729721308
20231413,6065450,0.6,-5899150,-49.3,99052750.0,690,-603,-46.6,10990,127,205,2023-08-30,2023-08-30,한 남자,A Man,122,2022,"['범죄', '멜로/로맨스', '스릴러']",일본,['이시카와 케이'],"['츠마부키 사토시', '안도 사쿠라']",트윈플러스파트너스(주),4212,8.345930262,15.61811946,18.4111631,9.304832035,5.327876169,4.852030264,0,47759.44882,29587.56098,0.619512195,0,0,1,한 남자,0,0.0,"Akira works as a lawyer. One day, he meets with his former client Rie, who asks Akira to perform a background check on her late husband Daisuke.",0.9561975002288818,0.0,0.02168107032775879,0.6014479994773865,0.04055032134056091,0.25337257981300354,0.05887407064437866,0.009668956510722637,0.014404958114027977
20192995,12223495,0.8,-6558203,-34.9,1212286191.0,1443,-644,-30.9,124954,209,243,2023-08-15,2023-08-15,보호자,A Man of Reason,97,2021,"['액션', '드라마']",한국,['정우성'],"['정우성', '김남길', '김준한', '박성웅', '박유나']",(주)에이스메이커무비웍스,117153,11.67124459,16.31887056,20.91577383,11.73570895,5.497168225,5.347107531,0,58485.62201,50302.44856,0.860082305,0,1,1,보호자,0,0.0,"After spending a decade in prison, a hitman learns that he has a daughter and just wants a chance at a normal life. But his former mob boss wants him back at any cost, sending merciless assassins after him.",-0.9807748198509216,0.0,0.11227285861968994,0.08357705175876617,0.01252195704728365,0.13088367879390717,0.6467490196228027,0.010975864715874195,0.003019492607563734
20233052,35146009,1.6,-5379971,-13.3,1104436373.0,3498,-511,-12.7,105600,344,583,2023-08-15,2023-08-15,메가로돈 2,Meg 2: The Trench,115,2023,['액션'],미국,['벤 휘틀리'],"['제이슨 스타뎀', '오경']",워너브러더스 코리아(주),105246,11.56406525,17.37502166,20.82260097,11.56742312,6.369900983,5.843544417,0,102168.6308,60284.74957,0.590051458,0,1,1,메가로돈 2,0,0.0,An exploratory dive into the deepest depths of the ocean of a daring research team spirals into chaos when a malevolent mining operation threatens their mission and forces them into a high-stakes battle for survival.,0.6855176091194153,0.0,0.003692858386784792,0.003120396053418517,0.956977128982544,0.004001537803560495,0.030172837898135185,0.0008407443528994918,0.0011942603159695864
20226431,5763388463,44.2,5763388463,100.0,5773996463.0,552990,552990,100.0,553614,1607,5433,2023-08-15,2023-08-15,오펜하이머,Oppenheimer,180,2023,"['스릴러', '드라마']",미국,['크리스토퍼 놀란'],"['킬리언 머피', '에밀리 블런트', '맷 데이먼', '로버트 다우니 주니어', '플로렌스 퓨']",유니버설픽쳐스인터내셔널 코리아(유),552990,13.22309701,22.47479141,22.47663031,13.22422478,8.60043079,7.38274645,0,3586427.171,1060811.423,0.295785017,0,1,1,오펜하이머,0,0.0,The story of J. Robert Oppenheimer's role in the development of the atomic bomb during World War II.,0.9985070824623108,0.0,0.05378248542547226,0.5703371167182922,0.17756550014019012,0.09913746267557144,0.017726648598909378,0.04157556593418121,0.03987519070506096
20204264,4517090691,53.4,2127528101,89.0,10827294564.0,450903,199924,79.7,1118429,1731,7828,2023-08-09,2023-08-09,콘크리트 유토피아,Concrete Utopia,129,2021,"['드라마', '기타']",한국,['엄태화'],"['이병헌', '박서준', '박보영', '김선영', '김도윤']",롯데컬처웍스(주)롯데엔터테인먼트,1100795,13.91154411,22.23113397,23.10533606,13.92743647,8.965590067,7.457032089,0,2609526.685,577042.7556,0.22112928,0,1,0,콘크리트 유토피아,0,0.0,"The world has been reduced to rubble by a massive earthquake. While no one knows for sure how far the ruins stretch, or what the cause of the earthquake may be, in the heart of Seoul there is only one apartment building left standing. It is called Hwang Gung Apartments. As time passes, outsiders start coming in to Hwang Gung Apartments trying to escape the extreme cold. Before long, the apartment residents are unable to cope with the increasing numbers. Feeling a threat to their very survival, the residents enact a special measure.",-0.9985352754592896,0.0,0.003606267971917987,0.003917216323316097,0.9817121028900146,0.002680585952475667,0.006115548778325319,0.0007379017770290375,0.0012304728152230382
20218935,201533582,2.4,94148500,87.7,4705501911.0,20111,8089,67.3,464848,566,889,2023-08-02,2023-08-02,더 문,The Moon,129,2023,"['SF', '액션', '드라마']",한국,['김용화'],"['설경구', '도경수', '박병은', '조한철', '최병모']",(주)씨제이이엔엠,433468,12.97957556,19.12146659,22.27199828,13.0494679,6.791221463,6.340359304,0,356066.3993,226696.9426,0.636670416,0,1,1,더 문,100,7357142.857,"In 2029, Korea's lunar probe Woori embarks on a historic journey to the moon, capturing global attention.",0.9997301697731018,15.811182352481554,0.013320823200047016,0.7496259212493896,0.05643798038363457,0.010312194004654884,0.012710231356322765,0.08193959295749664,0.07565328478813171
20218541,2329892291,50.5,-86019305,-3.6,21418688382.0,246033,-7328,-2.9,2224264,1771,8557,2023-07-26,2023-07-26,밀수,Smugglers,129,2023,['액션'],한국,['류승완'],"['김혜수', '염정아', '조인성', '박정민', '김종수']",(주)넥스트엔터테인먼트월드(NEW),2183082,14.59624866,21.56908788,23.78752967,14.61493708,9.054621797,7.479864131,0,1315580.063,272279.1038,0.206965058,1,1,1,밀수,0,0.0,"During the 1970s, in Kunchon, there were women divers who were able to dive without equipment, including two best friends Choon-ja and Jin-sook, Jin-sook's brother and Hammer. They always collected seafood under water for living. But, as fewer factories started to be built near the beach, the women divers started to have trouble with what they were doing for living. Without any choice, the ship crews decided to join the smuggling business in the water to seek a way for their living. But the smuggling business in their village got too big for Jin-sook's family to handle and the peaceful village was gradually broken.",-0.9974768757820128,0.0,0.09130322933197021,0.15527112782001495,0.052685707807540894,0.5819889903068542,0.10634040087461472,0.008006042800843716,0.004404531326144934
20232854,21523238,0.5,21523238,100.0,23269238.0,2620,2620,100.0,2814,187,263,2023-07-26,2023-07-26,헌티드 맨션,Haunted Mansion,122,2023,['공포(호러)'],미국,['저스틴 시미엔'],"['티파니 해디쉬', '오웬 윌슨', '대니 드비토', '로자리오 도슨']",월트디즈니컴퍼니코리아 유한책임회사,2620,7.871311203,16.88464379,16.96264283,7.942717541,5.575949103,5.236441963,0,115097.5294,81837.40684,0.711026616,0,0,0,헌티드 맨션,0,0.0,A woman and her son enlist a motley crew of so-called spiritual experts to help rid their home of supernatural squatters.,-0.984733521938324,0.0,0.005281389225274324,0.14292684197425842,0.004477046895772219,0.8118842244148254,0.018133051693439484,0.008705670945346355,0.008591713383793831
20232601,20695000,0.4,59500,0.3,246159950.0,2898,46,1.6,31140,188,262,2023-07-25,2023-07-25,틴에이지 크라켄 루비,"Ruby Gillman, Teenage Kraken",91,2023,['애니메이션'],미국,['커크 드 미코'],['애니메이션_성우진'],유니버설픽쳐스인터내셔널 코리아(유),6072,8.711607996,16.84540273,19.32149209,10.34628056,5.572154032,5.241747015,0,110079.7872,78988.54962,0.717557252,0,0,0,틴에이지 크라켄 루비,0,0.0,"Ruby Gillman, a sweet and awkward high school student, discovers she's a direct descendant of the warrior kraken queens. The kraken are sworn to protect the oceans of the world against the vain, power-hungry mermaids. Destined to inherit the throne from her commanding grandmother, Ruby must use her newfound powers to protect those she loves most.",0.9939131140708924,0.0,0.03300262615084648,0.6109718680381775,0.005038419738411903,0.26154398918151855,0.0544186569750309,0.028358377516269684,0.006666119676083326
20232740,62090304,2.3,-1768150,-2.8,5189724119.0,6298,-64,-1.0,530831,219,358,2023-07-19,2023-07-19,바비,Barbie,113,2023,['기타'],미국,['그레타 거윅'],"['마고 로비', '라이언 고슬링', '아메리카 페레라', '케이트 맥키넌', '잇사 레이']",워너브러더스 코리아(주),530831,13.18220087,17.94410042,22.36994638,13.18220087,5.883322388,5.393627546,0,283517.3699,173436.6034,0.611731844,0,0,0,바비,0,0.0,"Barbie and Ken are having the time of their lives in the colorful and seemingly perfect world of Barbie Land. However, when they get a chance to go to the real world, they soon discover the joys and perils of living among humans.",0.9996161460876464,0.0,0.010016012005507946,0.1555154174566269,0.0014735759468749166,0.018606342375278473,0.012162133120000362,0.7927943468093872,0.009432096034288406
20232778,584435883,7.5,190259819,48.3,1918873210.0,54968,14945,37.3,193018,750,1751,2023-07-19,2023-07-19,인시디어스: 빨간 문,Insidious: The Red Door,106,2023,['공포(호러)'],미국,['패트릭 윌슨'],"['패트릭 윌슨', '타이 심킨스']",소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,192771,12.16926342,20.18615764,21.37500398,12.17054391,7.468513271,6.621405652,0,779247.844,333772.6345,0.42832667,0,0,0,인시디어스: 빨간 문,0,0.0,"To put their demons to rest once and for all, Josh Lambert and a college-aged Dalton Lambert must go deeper into The Further than ever before, facing their family's dark past and a host of new and more horrifying terrors that lurk behind the red door.",0.9751282334327698,0.0,0.0040834322571754456,0.00590388011187315,0.9816986322402954,0.0035686027258634567,0.0017936088843271136,0.0009316973737441003,0.002020181156694889
20231889,35026042,2.3,-3062152,-8.0,424516196.0,3665,-217,-5.6,42755,298,424,2023-07-05,2023-07-05,보 이즈 어프레이드,Beau Is Afraid,178,2023,"['어드벤처', '공포(호러)']",미국,['아리 에스터'],['호아킨 피닉스'],(주)스튜디오디에이치엘,41259,10.62764879,17.37160243,19.86646072,10.66326482,6.052089169,5.700443573,0,117537.0537,82608.58962,0.702830189,0,0,1,보 이즈 어프레이드,0,0.0,"Following the sudden death of his mother, a mild-mannered but anxiety-ridden man confronts his darkest fears as he embarks on an epic, Kafkaesque odyssey back home.",0.9940945506095886,0.0,0.015243478119373322,0.003174056299030781,0.9764124155044556,0.0010708783520385623,0.001242727623321116,0.0013461151393130422,0.0015102798352017999
20226584,46473300,1.9,46473300,100.0,65468300.0,5161,5161,100.0,7050,76,83,2023-07-05,2023-07-05,기적을 믿는 소녀,The Girl Who Believes in Miracles,99,2021,"['드라마', '가족']",미국,['리처드 코렐'],"['미라 소르비노', '케빈 소르보', '피터 코요테', '오스틴 존슨']",홀리가든,5161,8.54907938,17.65438853,17.99707663,8.86092473,4.430816799,4.343805422,0,611490.7895,559919.2771,0.915662651,0,0,0,기적을 믿는 소녀,0,0.0,"When Sara hears a preacher say faith can move mountains, she starts praying. Suddenly people in her town are mysteriously healed! But fame soon takes its toll – can Sara’s family save her before it’s too late?",0.9885541796684264,0.0,0.003409469034522772,0.034701645374298096,0.016111833974719048,0.0024223916698247194,0.013476154766976833,0.007346144877374172,0.9225323796272278
