title,release_date,imdb_id,tmdb_id,overview,origin_country,directors,cast_top5,genres,production_companies,production_countries
갓 오브 이집트,2016-02-25,tt2404233,205584,"신과 인간이 공존하던 시절 번영을 누리던 이집트 제국, 태양의 신 ‘호루스’의 두 눈을 빼앗고 어둠의 신 ‘세트’가 왕위를 강탈한다. 한편 모든 것을 훔치는 도둑 ‘벡’이 아내를 위해 호루스의 한 쪽 눈을 훔치고 둘은 함께 세트에게 맞서기 위해 길을 나선다. 지옥과 천국의 세계를 넘나드는 험난한 여정과 신들의 관문을 지나 마침내 최종 대결을 앞두게 되는데…",US,알렉스 프로야스,"니콜라이 코스테르발다우, Brenton Thwaites, 제라드 버틀러, 채드윅 보스만, Elodie Yung","액션, 모험, 판타지","Thunder Road, Pyramania, Summit Entertainment, Mystery Clock Cinema, TIK Films, Lionsgate, Fin Design & Effects","AU, HK, US"
더 바운스 백,2016-02-26,tt3253232,380121,,US,Youssef Delara,"셰마 무어, Nadine Velazquez, Bill Bellamy, Sheryl Underwood, Robinne Lee",로맨스,Freestyle Releasing,US
판더믹,2016-02-26,tt3774802,346651,의사 로렌은 뉴욕의 몰락 이후 LA로 이동하여 생존자를 구출하고 아울러 자신의 가족들도 구하려고 한다. 그녀는 구조팀이 되어 다른 생존자를 구하려 출동한 워드 박사 일행을 구출하기 위해 출동한다. ​로렌과 구조 인원들은 보호복을 착용하고 카메라를 장착하지만 생존자들을 구출하기 위한 무모하리만큼 어려운 도전에 직면하게 된다. 무차별적인 감염자들의 공격으로부터 워드 박사팀을 구출하는 것은 목숨을 건 도전이었다.  감염자들의 공격이 있은 후 로렌은 일반적인 의사와는 다른 행동을 보이게 되고 사실은 자신은 의사가 아니고 주운 신분증으로 로렌의 흉내를 내며 LA에 있는 가족을 살리기 위해 어쩔 수 없는 선택이었음을 고백하고 용서를 구한다. 불의의 사망자가 나오고 구조팀은 어쩔 수 없이 로렌의 가족을 구하기 위해 그녀의 집으로 가게 되지만 이미 감염이 진행중인 딸아이를 발견하게 된다. 과연 그토록 구하고자 했던 자식이 좀비로 변해가는 상황을 과연 그녀는 어떻게 극복할 수 있을런지…,US,John Suits,"Rachel Nichols, 알피 앨런, 미시 파일, 메키 파이퍼, Danielle Rose Russell","액션, SF, 공포","New Artists Alliance, Tadross Media Group, Parkside Pictures",US
더 킬러: 소녀 살인,2016-02-26,tt3703908,344041,"아들을 잃은 후 세상으로부터 소외된 채 살아가는 전직 군인 카터(토마스 제인). 삶을 포기하려던 마지막 순간, 살려달라는 외침과 함께 12살 소녀를 만난다. 그녀는 무자비한 킬러 사드(로렌스 피시번)의 살인 현장 속 유일한 목격자!  마지막 타깃인 소녀를 처리하기 위해 사드는 카터의 집을 장악하고, 사드와 카터는 계단 하나를 두고 대치하는 상황이 벌어진다. 일촉즉발의 상황, 남은 것은 한 자루의 총과 두 발의 총알뿐!  위험 속에 홀로 남은 소녀를 구하기 위해  잃을 것 없는 두 남자의 전쟁이 시작된다!",US,Adam Alleca,"토머스 제인, 로렌스 피시번, Jim Watson, Ella Ballentine, Joanna Douglas","스릴러, 드라마","First Point Entertainment, Goldrush Entertainment, Maple Leaf Films, Voltage Pictures",CA
잭 오브 더 레드 하트,2016-02-26,tt3833520,342464,,US,Janet Grillo,"애나소피아 로브, 팜케 얀센, Scott Cohen, Taylor Richardson, Israel Broussard","드라마, 가족",Sundial Pictures,US
데이 룩 라이크 피플,2016-02-26,tt4105970,325302,"어느날 와이엇(맥레오드 앤드류스)은 크리스챤(에반 듀모첼)이 살고 있는 뉴욕으로 그를 찾아간다. 지하철역에서 크리스챤과 만난 와이엇은 그가 살고 있는 집으로 가게된다. 마침 크리스찬은 마라(마가렛 잉 드레이크)와 오래전부터 계획된 데이트가 있었고, 그것을 알게된 와이엇은 자리를 피해주려한다. 하지만 오랜만에 찾아온 친구를 그냥 보낼 수 없었던 크리스찬은 와이엇과 함께 마라를 만나러간다.  그날 밤 크리스찬의 집에 묵던 와이엇은 새벽에 걸려온 전화소리에 밖으로 나간다. 새벽에 걸려온 전화 속 목소리는 와이엇으로 하여금 뉴욕을 떠나라고 경고한다. 이미 세상은 바이러스로 물었으며, 도시는 감염자들이 천국이라는 것이 이유였다. 전화 속 목소리를 들은 와이엇은 도시로 가려던 생각을 바꿔 크리스찬의 곁에 머물기로 결정한다.  그리곤 크리스찬과 자신을 감염자로부터 보호할 무기들을 준비하는 와이엇. 그의 생각과는 달리 세상은 평화로웠고, 여전히 세상을 감염자들의 세상이라 여기는 와이엇은 크리스찬과 자신을 보호하기 위해 그들을 무찌르려는 심각한 생각을 계획하고 있는데...",US,Perry Blackshear,"MacLeod Andrews, Evan Dumouchel, Margaret Ying Drake, Mick Casale, Elena Greenlee","드라마, 공포, 미스터리",They Look Like People,US
미스터 라잇,2016-02-29,tt2091935,333385,"지독한 이별 후, 우연히 들른 편의점에서 만난 ‘마사’와 ‘미스터 라잇’.  첫 눈에 ‘마사’에게 반한 ‘미스터 라잇’은 데이트를 신청하고, 둘은 즐거운 시간을 보낸다.  늘 나쁜 남자만을 골라가며 만나던 ‘마사’는 이번에야말로  외모와 성격, 모든 면에서 완벽한 이상형을 만났다고 기뻐하지만,  그것도 잠시. 그가 사람을 죽이는 장면을 목격하게 되고 ‘미스터 라잇’이 전문 킬러라는 사실을 알게 된다.  남들처럼 평범한 연애를 꿈꿨지만 FBI에게 쫓기는 신세인 ‘미스터 라잇’의 특별한(?) 신분은  ‘마사’의 목숨까지 위험하게 만들고, 이제 그녀는 완벽한 이상형인 그를 사수하기 위한 결정을 내리는데...  최고의 이상형이라 믿었던 남자가 킬.러.라.니!  ‘연애루저’ 그녀, 목숨도... 사랑도... 무사할 수 있을까?",US,Paco Cabezas,"샘 록웰, 안나 켄드릭, 팀 로스, 제임스 랜슨, Anson Mount","코미디, 로맨스, 범죄","Circle of Confusion, 3311 Productions, Amasia Entertainment",US
핫 봇,2016-03-01,tt2854394,385317,2명의 10대 괴짜 소년들이 우연히 사람처럼 생긴 최첨단 섹스 로봇을 발견한다. 그러나 로봇을 계속 데리고 있으려면 세간의 이목을 끄는 전 주인의 추적을 피해야만 한다.,US,Michael Polish,"Cynthia Kirchner, Doug Haley, Zack Pearlman, Larry Miller, Danny Masterson","코미디, SF",Typhoon Works,US
어밴던드,2016-03-02,tt4519006,356987,"뉴질랜드에서부터 통가를 향해 작은 요트를 타고 출발 한 낯선 선원들. 이들의 선장은 숙련된 뱃사람으로 항해 마일리지를 쌓기 위하여 폭풍이 온다는 사실을 알면서도 감춘다. 그러나, 예상보다 기상 상태는 매우 악화되고 이들은 공포의 휩싸인 시간을 보내게 된다. 드디어 밤중에 요트는 거대한 파도로 인하여 거꾸로 뒤집혀져 버린다. 요트는 바닷물로 채워지고 선원들은 머리 위의 숨 쉴 공간이 약 50 센티미터도 안 되는 공간에 갇히게 되고 몇 일간 이들은 안간힘을 다 해 구조대를 호출하려 하지만 결국 성공하지 못한다. 더 이상 위치파악도 안 되는 이들은 바다 위에서 떠돌게 되며 곧 공포는 절망으로 변해가는데...",US,John Laing,"도미닉 퍼셀, Peter Feeney, Owen Black, Siobhan Marshall, Serena Cotton","드라마, 스릴러, 모험",Making Movies,NZ
런던 해즈 폴른,2016-03-02,tt3300542,267860,"영국 수상의 장례식 참석을 위해 전 세계 28개국 정상들이 모인 런던, 역사상 가장 철저한 보안 태세가  유지되던 런던 도심 전체에 동시다발적인 테러가 일어나는 가운데, 5개국 정상이 무자비한 테러에 희생되고 미국 대통령이 납치 당하는 초유의 상태가 벌어진다. 적군과 아군을 구분할 수 없는 아비규환 속, 비밀 경호원 마이크 배닝은 MI6과 함께 전세계를 위협하는 정체불명의 세력을 막기 위해 나서는데…",US,Babak Najafi,"제라드 버틀러, 에런 엑하트, 안젤라 바셋, 모건 프리먼, 멜리사 레오","액션, 스릴러","Millennium Media, Gramercy Pictures, G-BASE, LHF Film, Nu Boyana Film Studios","BG, US"
사이버 세상에 대한 몽상,2016-03-04,tt5275828,360030,"사이버 세상은 흔히 비물질적이고 추상적인 세계로 이해되지만 헤어초크가 사이버 세상을 탐험하는 첫 번째 방식은 눈에 보이는 구체적인 사물을 통해서다. 헤어초크는 1969년 스탠퍼드 대학과 네트워킹을 통해 신호를 주고받는 데 성공한, UCLA가 소장 중인 최초의 네트워크 컴퓨터를 찾는다. 거대하고 단단한 컴퓨터는 마치 잊혀진 꿈의 동굴의 신비한 동굴처럼 묘사된다. 그러나 헤어초크는 사이버 세상을 마냥 신비화시키지는 않는다. 특히 사이버 세상에서 한 소녀의 죽음이 소비되고 유통되는 방식을 보여주면서 사이버 세상의 어두운 측면을 짚는다.",US,베르너 헤어조크,"일론 머스크, Lawrence Krauss, 베르너 헤어조크, Lucianne Walkowicz, Leonard Kleinrock",다큐멘터리,Saville Productions,US
카미노,2016-03-04,tt4991652,359025,"1985년, 에이버리 태거트는 피사체에 대해 감정적 거리를 유지하는 방식으로 신랄하면서도 진솔한 사진을 찍어 확고한 입지를 다진 종군 사진작가다. 그런 그녀가 ‘엘 구에로’라는 별명으로 대중적 인기를 누리고 있는 어느 스페인 선교사의 유격대를 따라 콜롬비아의 정글에 뛰어들었다가, 전례 없는 위험에 처하고 만다. 잔학한 범죄를 저지르는 엘 구에로의 모습을 우연히 카메라에 담은 것. 이는 엘 구에로의 명성을 해치고 그를 파멸시킬 수도 있는 사진이다. 에이버리는 이 무서운 사이코패스가 자신과 사진을 없애려 수단과 방법을 가리지 않을 것을 예상하고 험난한 정글 속으로 도망친다. 적들을 몰살하겠다는 지도자의 광기로 인해 난폭한 게릴라로 돌변한 선교사들. 그들을 피해 달아난 그녀가 가진 것이라고는 목에 건 카메라뿐이다.",US,Josh C. Waller,"조이 벨, Nacho Vigalondo, Francisco Barreiro, Tenoch Huerta Mejía, Sheila Vand","스릴러, 액션, 모험","XLrator Media, Bleiberg Entertainment",US
에멜리,2016-03-04,tt4503598,329010,"13번째 결혼 기념일날, 댄과 조이스는 세 아이들을 유모에게 맡기고 즐거운 시간을 보내러 외출한다. 사춘기에 접어든 큰 아들 제이콥과 호기심 많은 둘째 샐리, 그리고 귀여운 막내 크리스토퍼는 늘 봐주러 오던 유모 매기를 기다린다. 하지만 매기 대신에 안나라는 이름의 새로운 유모가 집에 오고 밤이 깊어갈수록 아이들은 천천히 안나의 본 모습이 드러나는 것을 목격하게 된다.",US,Michael Thelin,"Sarah Bolger, 수잔 포파, Chris Beetem, Joshua Rush, Thomas Bair","공포, 스릴러","Uncorked Productions, Sandbar Pictures",US
위스키 탱고 폭스트롯,2016-03-04,tt3553442,279641,"뉴스국의 프로듀서 킴 은 아프가니스탄 현장에 기자로 차출된다. 전장에서 죽어도 소송 걸 가족이 없어서 이틀 만에 종군기자가 됐다고 자조하는 킴은 아프가니스탄 카불에 도착해 정신없이 현지에 적응해나간다. 종군기자로 이미 이름을 떨치고 있는 타사 기자 타냐 와 산전수전 다 겪어 마치 전쟁터가 자기집 침대인 양 편안한 사진기자 이안 등이 킴의 카불 생활을 함께한다. 히잡 없이는 거리를 돌아다닐 수도 없는 아랍에서 킴은 서서히 기자로서의 능력을 발휘하기 시작하고, 총알 빗발치는 전쟁터에서 특종 경쟁은 심화되는데...",US,"글렌 피카라, John Requa","티나 페이, 마고 로비, 빌리 밥 손튼, 마틴 프리먼, 조쉬 찰스","코미디, 드라마, 전쟁","Paramount Pictures, Broadway Video, Little Stranger",US
Accidentally Engaged,2016-03-05,tt4742556,417936,,US,Letia Clouston,"Lexi Giovagnoli, Lexi Atkins, Randy Wayne, Maureen McCormick, Joan Severance","코미디, 로맨스, TV 영화",,
위 고 온,2016-03-05,tt3904278,387399,"십수 년간 자신이 교통사고로 죽는 꿈을 꾸는 마일스(클락 프리먼). 그는 사후세계가 있다는 확신을 갖고, 자신에게 사후세계를 보여주는 자에게 3만 달러를 주겠다는 광고를 싣게 된다. 그리고 그에게 날아온 수많은 연락들 중에서 가장 신뢰가 가는 세 사람을 고르게 되는 마일스.  첫 번째 대상자(존 글로버)를 찾아가게 되는 마일스는 그로부터 공포를 받아들이는 것으로 그 뒤에 있는 세계를 발견할 수 있다는 말을 듣게 된다. 하지만 곧이어 공포의 대상이 거짓으로 드러나게 되고, 두 번째(지오바나 자카리아스)에서도 자신이 원하는 것을 찾지 못하는 마일스는 점점 자신이 찾고자 하는 것이 실체하는 것일까에 대한 의구심을 갖게 된다.  그러던 중 우연히 자신의 음성 녹음함에 도착한 메시지를 떠올리게 되는 마일스. 과연 그는 자신이 원하는 세계를 찾아낼 수 있을 것인가?",US,"Jesse Holland, Andy Mitton","Clark Freeman, Jay Dunn, John Glover, Laura Heisler, Annette O'Toole","공포, 스릴러, 드라마",Filmed Imagination,US
다이버전트 시리즈: 얼리전트,2016-03-09,tt3410834,262504,"모든 것을 뒤집어 놓을 단 하나의 진실이 밝혀진다!  이 도시 밖에 진짜 세상이 있다는 것을 알게된 순간, 어느 분파에도 속하지 않는 ‘다이버전트’ 트리스와 포를 비롯한 사람들은 또 다른 혁명을 꿈꾸며 진짜 세상으로 탈출하지만 그곳에는 더 잔인한 진실이 기다리고 있는데…….",US,Robert Schwentke,"쉐일린 우들리, 테오 제임스, 마일스 텔러, 조이 크래비츠, 나오미 왓츠","모험, SF, 액션, 미스터리","Mandeville Films, Summit Entertainment, Lionsgate, Red Wagon Entertainment",US
클로버필드 10번지,2016-03-10,tt1179933,333371,의문의 교통사고를 당한 후 알 수 없는 공간에서 깨어난 미셸. 그녀에게 자신이 그녀를 구해줬다고 주장하는 하워드는 지구가 오염되었고 이 곳 만이 유일한 안전지대이며 절대로 문 밖을 나가서는 안된다고 주장한다.  그런 하워드를 구원자로 여기며 따르는 에밋은 아무런 의심 없이 의문의 공간 속에 자발적으로 갇혀 있는데…,US,댄 트랙턴버그,"존 굿맨, 메리 엘리자베스 윈스테드, 존 갤러거 주니어, Douglas M. Griffin, 수잔 크라이어","스릴러, SF, 드라마, 공포",Bad Robot,US
영 메시아,2016-03-10,tt1002563,318850,출생의 비밀을 알지 못하는 7살의 예수 는 가족과 함께 로마군을 피해 나사렛으로 돌아간다. 그는 고된 여정 중에 가족의 사랑과 하나님의 은총을 받아 자신의 숙명을 깨닫게 된다.,US,Cyrus Nowrasteh,"Adam Greaves-Neal, Sara Lazzaro, Vincent Walsh, 숀 빈, 조나단 베일리",드라마,Focus Features,US
더 퍼펙트 매치,2016-03-11,tt4871980,378200,,US,Bille Woodruff,"Terrence J, 폴라 패튼, Kali Hawk, Lauren London, 브랜디","로맨스, 코미디","Lionsgate, Jorva Entertainment Productions, Codeblack Films, Flavor Unit Entertainment",US
비웨어 더 슬렌더맨,2016-03-11,tt5329376,376424,,US,Irene Taylor,"Morgan Geyser, Anissa Weier, Payton Leutner, Angie Geyser, William Weier","다큐멘터리, 범죄","Vermilion Films, HBO Documentary Films",US
리버,2016-03-11,tt4215810,353732,"라오스에서 의료봉사중이던 의사 존 레이크. 수석 의사와의 갈등으로 휴직을 하게 된 그는 라오스의 외딴 섬으로 여행을 떠나 휴가를 보내던 중, 우연히 강간 현장을 목격, 여성을 구해주다 강간범을 살해하게 되는데, 대사관에 도움을 청해보지만 답이 없어 보이자 패닉에 빠진 존은 숨막히는 도주를 시작한다.",US,Jamie M. Dagg,"Rossif Sutherland, Sara Botsford, Ted Atherton, Douangmany Soliphanh, Amphaiphun Phommapunya",스릴러,"Living Films, Lao Art Media, REDLABdigital",CA
Creative Control,2016-03-11,tt3277624,320146,,US,Benjamin Dickinson,"Benjamin Dickinson, Nora Zehetner, Dan Gill, Alexia Rasmussen, Gavin McInnes","드라마, SF","Mathematic, Ghost Robot, Greencard Pictures",US
"마이 파더, 다이",2016-03-12,tt4242100,381645,,US,Sean Brosnan,"Joe Anderson, John Schneider, Kevin Gage, Gary Stretch, Sean Brosnan","액션, 드라마",KnightMarcher,US
틴에이지 칵테일,2016-03-12,tt1774591,381075,친한 친구가 된 두 10대 소녀가 웹캠 모델 사업을 시작해 쏠쏠한 재미를 본다. 그러던 중 어느 중년 기혼 남성으로부터 직접 만나자는 위험한 제안을 받게 된다.,US,John Carchietta,"Nichole Sakura, Fabianne Therese, Pat Healy, Michelle Borth, Joshua Leonard","드라마, 스릴러",Snowfort Pictures,US
허쉬,2016-03-12,tt5022702,376570,청각 장애가 있는 작가가 홀로 조용히 지내기 위해 숲으로 들어가지만 복면을 쓴 살인자가 등장하면서 그녀는 목숨을 지키기 위해 고독한 싸움을 시작한다.,US,마이크 플래너건,"존 갤러거 주니어, Kate Siegel, Michael Trucco, Samantha Sloyan, Emma Graves","공포, 스릴러","Intrepid Pictures, Blumhouse Productions",US
브림스톤,2016-03-12,tt1895315,324560,"혀가 잘려 말을 하지 못하는 리즈가 조산사로 일하고 있는 황무지 마을에 새로 목사가 부임하고, 그녀는 긴장한다.  강렬한 카리스마를 선보이는 목사의 얼굴에는 깊은 칼자국이 있다.  리즈를 천형과 같이 따라다니는 그는 과거 자신의 얼굴에 칼자국을 남긴 그녀를 찾아  응징을 위해 이 황무지까지 찾아왔고, 지옥과 같은 잔혹함으로 끊임없이 그녀를 고통스럽게 한다.  자신과 사랑하는 딸을 지키기 위해 리즈는 최선을 다하고,  그녀의 기개와 용기 그리고 살아남고자 하는 강한 생존본능은 그녀를 피해자가 아닌 생존자로 만든다.  리즈는 더 이상 위협 앞에 두려워하는 어린 소녀가 아니라 놀랄 만한 용기로  자신과 자신의 딸을 지키기 위해 더 나은 삶을 요구하며 자신 앞에 끝임없이 나타나는 악마 같은 잔혹함과 맞선다.",US,Martin Koolhoven,"가이 피어스, 다코타 패닝, 카리서 판 하우턴, 키트 해링턴, Vera Vitali","스릴러, 서부","Illusion Film, N279 Entertainment, FilmWave, Prime Time, X Filme Creative Pool, Backup Media, Film i Väst, Proton Cinema, New Sparta Films, Embankment Films, The Jokers Films, Canal+, Ciné+, Cine Tirol, Paradiso Filmed Entertainment","AT, BE, FR, DE, HU, NL, SE, GB"
디 알케미스트 쿡북,2016-03-13,tt5128826,381063,,US,Joel Potrykus,"Ty Hickson, Amari Cheatom, Fiji","드라마, 공포, 코미디","Oscilloscope, Sob Noisse Movies, Uncorked Productions, DropDrop Studios, Easy Open Productions",US
타워,2016-03-13,tt5116410,381028,"1966년 8월 1일, 텍사스 오스틴에 위치한 텍사스 주립대학. 찰스 휘트먼은 엘리베이터를 타고 캠퍼스 내의 탑 꼭대기 층으로 올라가 총기난동을 부리며 96분 간의 인질극을 벌인다. 마침내 총성이 멈췄을 때 사망자는 16명, 부상자는 수십 명에 달했으며, 온 나라는 무슨 일이 일어났는지 이해하려고 애를 썼다. 이 영화는 당시의 증거 영상들과 로토스코프 애니메이션 기법을 조합하여 당시 사건의 증인, 알려지지 않았던 숨은 영웅들과 생존자들의 이야기를 역동적이면서도 결코 이전에 보여지지 않았던 방식으로 서술한다.",US,Keith Maitland,"Violett Beane, Chris Doubek, Blair Jackson, Louie Arnette, Josephine McAdam","애니메이션, 범죄, 다큐멘터리","Independent Lens, Go-Valley",US
Johnny Frank Garrett's Last Word,2016-03-13,tt2836628,310043,,US,Simon Rumley,"Sean Patrick Flanery, Erin Cummings, Mike Doyle, Cassie Shea Watson, Jon Michael Davis",공포,"Boss Media, A7SLE Films",US
잭 고즈 홈,2016-03-14,tt4797436,381935,,US,Thomas Dekker,"Rory Culkin, Lin Shaye, Daveigh Chase, 나타샤 리온, Louis Hunter","드라마, 스릴러, 공포","Yale Productions, Isle Empire Pictures, BondIt, SSS Entertainment",US
피위의 빅 홀리데이,2016-03-15,tt0837156,347689,미스터리 훈남(조 맨가니엘로)과의 우연한 만남을 계기로 피위는 운명 같은 그의 생애 첫 휴가를 떠난다.,US,John Lee,"폴 루벤스, 조 맹거넬로, Jessica Pohly, 알리아 쇼캣, 스테파니 베아트리스","모험, 코미디, 가족",Apatow Productions,US
더 패스,2016-03-16,tt5160154,382475,,US,Ben A. Williams,"Russell Tovey, Arinzé Kene, Lisa McGrillis, Nico Mirallegro, Rory J. Saper","드라마, 로맨스",Toledo Productions,GB
제로 베팅 게임,2016-03-17,tt3762912,385805,건강식품회사 허벌라이프가 피라미드 조직이라는 점을 추적해가며 피해자들을 인터뷰하는 다큐멘터리,US,Ted Braun,"William Ackman, Ted Braun",다큐멘터리,Zipper Bros Films,US
더 벨코 익스페리먼트,2016-03-17,tt1082807,341006,"80여명의 미국인들이 콜롬비아 보고타의 고층 건물에 갇혀, 건물의 사내방송을 통해 살인 게임을 수행하라는 명령을 받는다.",US,Greg McLean,"존 갤러거 주니어, 토니 골드윈, 아드리아 아르호나, John C. McGinley, Melonie Díaz","공포, 스릴러","Orion Pictures, The Safran Company, Troll Court Entertainment, BH Tilt",US
미라클 프롬 헤븐,2016-03-17,tt4257926,339984,"사랑하는 남편, 세 딸과 함께 평화로운 나날을 보내던 ‘크리스티’  둘째 딸 ‘애나’가 원인을 알 수 없는 불치병에 걸리게 되면서 가족은 절망에 빠진다.  병원에서는 끝내 병명을 알아내지 못한 채 치료를 포기해버리고,  희망의 끈을 놓을 수 없는 ‘크리스티’는 ‘애나’의 치료를 위해 고군분투한다.  그러던 어느 날, ‘애나’는 집 앞 나무에 오르다 추락하는 사고까지 당하게 되고,  더 이상 희망이 보이지 않던 순간, 가족은 놀라운 기적을 경험하게 되는데…  절망 앞에 찾아온 희망의 기적  한 가족에게 찾아온 믿을 수 없는 감동 실화!",US,패트리시아 리건,"제니퍼 가너, Kylie Rogers, Martin Henderson, Brighton Sharbino, Courtney Fansler","가족, 드라마","Columbia Pictures, Affirm Films, Roth Films, Franklin Entertainment, Sony Pictures",US
겟 어 잡,2016-03-17,tt1468846,186759,"대학을 졸업하고 취업의 바다에 뛰어든 청춘들의 이야기를 다룬 코미디영화입니다. 자신이 계획했던 대로 되지 않고 이상한 일만 하게되지만, 그들의 친구, 가족 그리고 동료의 도움으로 취업의 바다에서 고군분투한다.",US,Dylan Kidd,"마일스 텔러, 안나 켄드릭, 브라이언 크랜스턴, 니컬러스 브론, Brandon T. Jackson","드라마, 코미디","CBS Films, Double Features Films, Granville Pictures",US
지미 카 - 퍼니 비즈니스,2016-03-18,tt5222724,387054,영국 코미디언 지미 카가 영국 해머스미스 아폴로에서 진행된 전석 매진 쇼에서 무신경하게 툭툭 던지는 농담으로 좌중을 휘어잡은 스탠드업 코미디 쇼. (넷플릭스),US,Sam Wrench,Jimmy Carr,"코미디, TV 영화",,GB
더 프레피 커넥션,2016-03-18,tt2654572,362478,"1984년, 세계적인 명문 사립 기숙학교를 국제 마약 거래처로 거듭나게 한  전설의 장학생의 실제 사건을 바탕으로 한 영화.",US,Joseph Castelo,"Thomas Mann, 루시 프라이, Logan Huffman, Amy Hargreaves, Bill Sage","드라마, 범죄",Coalitions Films,US
뉴올리언스 전투: 네이비실 vs 좀비,2016-03-18,tt4511566,361159,끔찍한 바이러스가 뉴올리언즈를 덮치자 사람들이 전부 좀비들로 변해버린다. 그 시각 미국 부통령은 캠페인을 벌이기 위해 뉴올리언즈 지역을 방문 중이었고 CIA는 급히 네이비 실 대원들을 파견하여 부통령과 함께 바이러스를 치료제를 개발할 박사들을 구출하라는 명령을 내린다. 하지만 그들의 임무는 뜻대로 되어가지 않고 대원들은 점점 위험에 빠지기 시작한다.,US,Stanton Barrett,"Ed Quinn, Michael Dudikoff, Rick Fox, Chad Lail, Molly Hagan","공포, 액션","Throne Productions, Hollywood Media Bridge, Voltage Pictures",US
더 컨퍼메이션,2016-03-18,tt4210080,347881,,US,Bob Nelson,"클라이브 오웬, 제이든 리버허, 마리아 벨로, 팀 블레이크 넬슨, 패튼 오즈월트","드라마, 코미디","Lighthouse Pictures, Bungalow Media + Entertainment, Sapphire Fire Limited",CA
크리샤,2016-03-18,tt4266638,323929,"온 가족의 오붓한 추수감사절 저녁 식사는 오래전에 연락도 없이 사라졌던 골칫덩어리 크리샤가 다시 돌아오면서 험악해진다. 크리샤는 자신이 변했다는 것을 증명하려고 애쓰지만, 상황은 악화되어 간다.",US,트레이 에드워드 슐츠,"Krisha Fairchild, Alex Dobrenko, Robyn Fairchild, Chris Doubek, Victoria Fairchild",드라마,Hoody Boy Productions,US
캄포스,2016-03-18,tt2638662,306966,"영어 캠프의 선발대로 스페인의 외딴 마을을 찾은 4명의 남녀는  어딘지 모르게 스산한 마을 사람들의 시선을 느낀다  그 날 밤, 낡은 저택의 지하실에서 무언가를 찾던 안토니오는  급작스런 광기와 분노를 일으키며 주변에 있는 모든 것들을 공격하고  당황한 일행들은 황급히 저택에서 도망쳐 나온다.  한 숨 돌리려는 순간, 일행 중 한 명인 미셸이 갑자기 피를 토하며  분노에 가득 찬 무차별 공격을 시작한다  별다른 이상징후 없이 급속도로 퍼지기 시작한 분노 바이러스는 곧 마을 전체로 퍼지고  필사적으로 도망치던 크리스티와 윌은 저택으로 돌아와 출입문을 폐쇄하는데…",US,Alberto Marini,"Maiara Walsh, 디에고 보네타, 조셀린 도너휴, Andrés Velencoso, Àlex Monner",공포,"Filmax Group, Castelao Pictures, Somnium Films, The Safran Company","ES, US"
아이스 에이지: 알 찾기 대소동,2016-03-19,tt5480340,387893,철부지 시드가 비즈니스 서비스 사업을 시작했다.  비즈니스 사업이란 바로 알 돌보기!!!  여러 동물들의 알들을 맡아 돌봐 주는 것인데 인기 만발로 성황을 이루는데  이들에게 앙심을 품은 무서운 토끼?가 나타난다...,US,Ricardo Curtis,"레이 로마노, 존 레귀자모, 데니스 리어리, 타라지 P. 헨슨, 퀸 라티파","모험, 애니메이션, 코미디, 가족, TV 영화","House of Cool Studios, Blue Sky Studios, 20th Century Fox Animation, Arc Productions","US, CA"
원 나이트 스탠드: 찢어진 웨딩드레스,2016-03-21,tt3701714,278925,"결혼을 앞둔 예비신부인 타라는 친한 친구들과 처녀파티를 위해 짧은 여행을 떠나고, 친구들과 재미있게 놀기 위해 찾은 바에서 바텐더로 일하는 남자, 패트릭을 만난다. 신비로운 패트릭의 매력에 이끌리는 타라는 여행 마지막 날 밤, 우연히 다시 마주친 패트릭과 결국 함께 밤을 보낸다. 다음날 아침부터 패트릭은 타라에게 운명적 사랑을 느꼈음을 말하며, 적극적으로 다가오고 그녀는 서둘러 그를 피해 달아나듯 떠난다. 패트릭은 그녀가 두고 간 그녀의 핸드폰을 통해 타라가 결혼을 앞두고 있음을 알게되지만 포기하기는 커녕, 막무가내로 그녀에게 다가오고, 급기야 그녀의 결혼을 방해하기 시작한다. 자신의 집에 찾아와 빈 집안에 들어와서 자신을 기다리는 패트릭을 보고, 그녀는 자신이 얼마나 잘못된 선택을 하였는지를 알게된다. 한편, 결혼을 앞두고 타라가 평소와 다름을 알게 된 약혼자, 마이클은 결혼을 결심하기 이전 자신이 실수로 바람을 피웠던 일을 이야기하며, 다시 한번 용서를 구하고, 혹시 그녀가 무슨 잘못을 저질렀다고 해도 자신은 받아들일 수 있다며 자신의 사랑을 다시 한번 고백한다. 패트릭과의 실수를 뒤로 하고 마이클과 행복한 결혼을 기대하는 타라. 하지만 패트릭은 그녀의 결혼식을 위해 예약한 피로연장, 웨딩드레스 등을 취소하려고 시도한다. 또한 패트릭은 타라의 여동생에게까지 우연을 가장해 접근하며 그녀의 결혼식장에도 나타난다. 잘못된 하루 밤의 댓가는 얼마일까?",US,Bram Coppens,"제이미 알렉산더, 웨스 벤틀리, Cam Gigandet, Alexandra Breckenridge, Emily Robinson",스릴러,Bullet Entertainment,US
Code 8,2016-03-22,tt5574166,389165,,US,Jeff Chan,"로비 아멜, 성 강, Aaron Abrams, Stephen Amell, Chad Donella","SF, 액션",,CA
